keywords,city,Agg store_number,store_number,address,state,zip_code
Family Dollar Stores,Sandersville,1,#1,309 S Harris St,GA,31082
Family Dollar Stores,Charlotte,2,#2,3400 Wilkinson Blvd,NC,28208-5634
Family Dollar Stores,Burlington,6,#6,516 N Church St,NC,27217-2620
Family Dollar Stores,Wilmington,8,#8,4310 Market St,NC,28403-1411
Family Dollar Stores,Lenoir,9,#9,230 Morganton Blvd Sw,NC,28645-5243
Family Dollar Stores,Myrtle Beach,10,#10,1105 N Kings Hwy,SC,29577-3632
Family Dollar Stores,Collinsville,11,#11,2692 Virginia Ave,VA,24078-2280
Family Dollar Stores,Rock Hill,12,#12,2021 Cherry Rd,SC,29732-2626
Family Dollar Stores,Gastonia,15,#15,1322 E Franklin Blvd,NC,28054-4003
Family Dollar Stores,Mount Airy,18,#18,1116 W Pine St,NC,27030-3443
Family Dollar Stores,Lexington,20,#20,927 South Main Street,NC,27292-3129
Family Dollar Stores,Morganton,21,#21,208 W Fleming Dr,NC,28655-3918
Family Dollar Stores,Roanoke,22,#22,3215 Williamson Rd Nw,VA,24012-4317
Family Dollar Stores,Rockingham,23,#23,1002 E Broad Ave,NC,28379-4340
Family Dollar Stores,Harrisonburg,26,#26,761 E Market St,VA,22801-4234
Family Dollar Stores,Roanoke,28,#28,324 24th St Nw,VA,24017-5344
Family Dollar Stores,Asheboro,29,#29,1200 N Fayetteville St,NC,27203-4538
Family Dollar Stores,Charlotte,30,#30,2022 N Graham St,NC,28206-3029
Family Dollar Stores,Lancaster,31,#31,1847 Great Falls Rd,SC,29720-0233
Family Dollar Stores,Travelers Rest,32,#32,148 Walnut Ln #13,SC,29690-1600
Family Dollar Stores,Rocky Mount,33,#33,864 W. Raleigh Blvd.,NC,27803
Family Dollar Stores,Monroe,34,#34,106 E Sunset Dr,NC,28112-6057
Family Dollar Stores,Winston Salem,35,#35,2802 University Pkwy,NC,27105-4226
Family Dollar Stores,Dalton,36,#36,1210 E. Morris Street,GA,30721
Family Dollar Stores,Charlotte,38,#38,1720 W. Trade Street,NC,28216
Family Dollar Stores,Thomasville,39,#39,905 Randolph St,NC,27360-5716
Family Dollar Stores,Charlotte,40,#40,5436 E Independence Blvd,NC,28212-0502
Family Dollar Stores,Greensboro,41,#41,4609 High Point Rd,NC,27407-4239
Family Dollar Stores,High Point,42,#42,119 Greensboro Rd,NC,27260-3469
Family Dollar Stores,Martinsville,43,#43,2410 Greensboro Rd,VA,24112-8100
Family Dollar Stores,Bessemer City,44,#44,1209 Gastonia Hwy (Hiqhway 274,NC,28016-9793
Family Dollar Stores,Easley,45,#45,6101 Calhoun Memorial Hwy,SC,29640-3789
Family Dollar Stores,Gaffney,46,#46,205 N Granard St,SC,29341-2343
Family Dollar Stores,Laurens,47,#47,102 Fleming Street,SC,29360-1902
Family Dollar Stores,Newberry,49,#49,1804 Wilson Rd,SC,29108-2922
Family Dollar Stores,Greensboro,50,#50,1922 Coliseum Blvd,NC,27403
Family Dollar Stores,Hildebran,51,#51,"Hwy 64, 70 & Main St",NC,28637
Family Dollar Stores,Charlotte,52,#52,1332 Central Ave,NC,28205
Family Dollar Stores,Buena Vista,53,#53,2717 Beech Ave,VA,24416-1548
Family Dollar Stores,Aberdeen,54,#54,1810 Sandhills Blvd N,NC,28315-2336
Family Dollar Stores,Kinston,55,#55,608 N Mclewean St,NC,28501-4436
Family Dollar Stores,New Bern,56,#56,2511 Neuse Blvd,NC,28562-3399
Family Dollar Stores,Washington,57,#57,207 West 5th Street,NC,27889-4466
Family Dollar Stores,Mooresville,59,#59,461 Plaza Dr,NC,28115-9065
Family Dollar Stores,N Myrtle Beach,62,#62,106 Highway 17 N,SC,29582-3038
Family Dollar Stores,Charlotte,64,#64,4500 N Tryon St,NC,28213-6925
Family Dollar Stores,Bennettsville,65,#65,140 Hwy 401 Byp E,SC,29512
Family Dollar Stores,Charleston,66,#66,915-D Folly Rd,SC,29412-3907
Family Dollar Stores,Eden,67,#67,924 Washington St,NC,27288-6034
Family Dollar Stores,Smithfield,69,#69,828 S 3rd St,NC,27577-4300
Family Dollar Stores,Tarboro,70,#70,2209 Saint Andrew St,NC,27886-2118
Family Dollar Stores,Tabor City,71,#71,1001 Pireway Rd,NC,28463-8939
Family Dollar Stores,Whiteville,72,#72,1138 South Madison St.,NC,28472
Family Dollar Stores,Union,73,#73,Hwy 176 By-Pass,SC,29379
Family Dollar Stores,Lincolnton,75,#75,805 E Main St,NC,28092-3446
Family Dollar Stores,Bristol,76,#76,2101 W State St,VA,24201-3643
Family Dollar Stores,Galax,78,#78,202 Grayson St W,VA,24333-2812
Family Dollar Stores,Pascagoula,79,#79,1628 Denny Avenue,MS,39567-3301
Family Dollar Stores,Marion,80,#80,929 N Main St,VA,24354-4117
Family Dollar Stores,Spartanburg,81,#81,630 Chesnee Hwy #221,SC,29303-2301
Family Dollar Stores,Greenwood,83,#83,714 Bypass 25ne,SC,29646-3030
Family Dollar Stores,Hurt,86,#86,Hwy 29 N,VA,24563
Family Dollar Stores,Commerce,90,#90,3175 Maysville Rd,GA,30529-1386
Family Dollar Stores,Anderson,91,#91,1402 East River Street,SC,29624
Family Dollar Stores,Kannapolis,95,#95,610 S Cannon Blvd,NC,28083
Family Dollar Stores,Greensboro,96,#96,1435 E Cone Blvd,NC,27405-4533
Family Dollar Stores,High Point,97,#97,110 E Fairfield Rd Ste 118,NC,27263-1973
Family Dollar Stores,Greenville,98,#98,2530 S Memorial Dr,NC,27834-5021
Family Dollar Stores,Inman,99,#99,Hwy 176 Bypass,SC,29349
Family Dollar Stores,Elizabeth City,100,#100,1501 W Ehringhaus St,NC,27909-4516
Family Dollar Stores,Athens,103,#103,498 North Ave,GA,30601-2255
Family Dollar Stores,High Point,104,#104,2200 Westchester Dr Ste 120,NC,27262-8061
Family Dollar Stores,Winder,105,#105,208 N Broad St #G,GA,30680-2148
Family Dollar Stores,Toccoa,107,#107,35 Glendale Drive,GA,30577-3103
Family Dollar Stores,Lumberton,108,#108,1719 N Roberts Ave,NC,28358-2283
Family Dollar Stores,Seneca,111,#111,125 Bi Lo Place,SC,29678-2541
Family Dollar Stores,Sumter,112,#112,1015 Broad St,SC,29150-2504
Family Dollar Stores,Louisburg,113,#113,121 S Bickett Blvd.,NC,27549
Family Dollar Stores,Warsaw,114,#114,104 W College St (N.C. #24),NC,28398-1810
Family Dollar Stores,Woodruff,115,#115,250 S Main St,SC,29388-1852
Family Dollar Stores,Waynesboro,117,#117,110 E 7th St,GA,30830-1405
Family Dollar Stores,Cheraw,119,#119,946 Chesterfield Hwy,SC,29520-7008
Family Dollar Stores,Pelzer,121,#121,107 Hwy 20 S,SC,29669-1526
Family Dollar Stores,Hickory,122,#122,1209 16th St Ne,NC,28601-4210
Family Dollar Stores,Batesburg,124,#124,218 Columbia Ave W,SC,29006-2123
Family Dollar Stores,Richmond,126,#126,6000 Nine Mile Rd,VA,23223-3537
Family Dollar Stores,Chase City,128,#128,649 N Main St,VA,23924-1105
Family Dollar Stores,Greenville,130,#130,1900 Old Buncombe Rd Ste 1,SC,29609-4368
Family Dollar Stores,Orangeburg,131,#131,459 Stonewall Jackson Blvd,SC,29115-7282
Family Dollar Stores,Florence,132,#132,945 S Irby St,SC,29501-5238
Family Dollar Stores,Murphy,134,#134,1194 Andrews Rd,NC,28906
Family Dollar Stores,Darlington,135,#135,516 Lamar Ave,SC,29532-4900
Family Dollar Stores,Walterboro,136,#136,221 Robertson Blvd,SC,29488-2752
Family Dollar Stores,South Boston,137,#137,3344 Halifax Rd,VA,24592-4842
Family Dollar Stores,Mullins,138,#138,206 E Mcintyre St,SC,29574-3618
Family Dollar Stores,Augusta,139,#139,2625 Deans Bridge Rd #7,GA,30906-2225
Family Dollar Stores,Greeneville,140,#140,2327 E Andrew Johnson Hwy,TN,37745-0996
Family Dollar Stores,Laurinburg,141,#141,1221 S Main St,NC,28352-5029
Family Dollar Stores,Winston Salem,142,#142,1425 Waughtown St,NC,27107-2363
Family Dollar Stores,Gastonia,143,#143,2559 W Franklin Blvd,NC,28052-1249
Family Dollar Stores,Greenville,144,#144,2710 Anderson St,SC,29611-5943
Family Dollar Stores,Newton,146,#146,2725 Northwest Blvd Ste F,NC,28658-3700
Family Dollar Stores,Pickens,147,#147,2700 Gentry Memorial Hwy Ste C,SC,29671-9088
Family Dollar Stores,Roanoke,151,#151,2201 Dale Av Se,VA,24013-2137
Family Dollar Stores,Andrews,152,#152,417 Brooks Rd,SC,29510
Family Dollar Stores,Lawrenceville,154,#154,249 Scenic Hwy,GA,30045-8402
Family Dollar Stores,Lake City,156,#156,261 N Ron Mcnair Blvd,SC,29560-2437
Family Dollar Stores,Rock Hill,157,#157,781 Albright Rd,SC,29730-6256
Family Dollar Stores,Elberton,158,#158,888 Lower Heard Street,GA,30635-2628
Family Dollar Stores,York,159,#159,717a E Liberty St,SC,29745-1606
Family Dollar Stores,Thomson,160,#160,675 Main St,GA,30824-1522
Family Dollar Stores,Jefferson City,161,#161,318 W Old Andrew Johnson Hwy,TN,37760-5200
Family Dollar Stores,Pendleton,162,#162,7701 Highway 76,SC,29670-1818
Family Dollar Stores,Fayetteville,163,#163,420 Person Street,NC,28301-5738
Family Dollar Stores,N Wilkesboro,164,#164,204 Northview Plaza,NC,28659-3173
Family Dollar Stores,Perry,165,#165,1309 Main St Ste C,GA,31069-3582
Family Dollar Stores,Statesville,166,#166,1135 W Front St,NC,28677-5050
Family Dollar Stores,Charleston,167,#167,2049 Savannah Hwy,SC,29407-2228
Family Dollar Stores,Dunn,169,#169,1126 W Broad St,NC,28334-4605
Family Dollar Stores,Marshall,171,#171,5707 Us Hwy 25 -70 Ste S,NC,28753
Family Dollar Stores,Williamston,172,#172,302 West Blvd,NC,27892-2146
Family Dollar Stores,Zebulon,173,#173,601 W Gannon Ave,NC,27597-2511
Family Dollar Stores,N Augusta,174,#174,603 East Martintown Rd Suite 5,SC,29841-4237
Family Dollar Stores,Emporia,175,#175,201 E Atlantic St,VA,23847-1801
Family Dollar Stores,Chesapeake,176,#176,1110 George Washington Hwy N,VA,23323-4908
Family Dollar Stores,Summerville,178,#178,9751 Rome Blvd,GA,30747-1629
Family Dollar Stores,Louisa,179,#179,502 E Main St Ste 7,VA,23093-4100
Family Dollar Stores,Madison,180,#180,610 Burton St,NC,27025-1522
Family Dollar Stores,Raeford,181,#181,215 S Main St,NC,28376-3203
Family Dollar Stores,Swainsboro,183,#183,101 W Moring St,GA,30401-3128
Family Dollar Stores,Kannapolis,185,#185,1909 N Cannon Blvd,NC,28083-2626
Family Dollar Stores,Radford,186,#186,7329 Peppers Ferry Blvd,VA,24141-8857
Family Dollar Stores,Manning,187,#187,31-A Sunset Dr,SC,29102-2926
Family Dollar Stores,Dallas,188,#188,3125 Dallas High Shoals Rd,NC,28034-1307
Family Dollar Stores,Hampton,189,#189,924 Elm St,SC,29924-1706
Family Dollar Stores,Greenville,190,#190,3334 Augusta St,SC,29605-2148
Family Dollar Stores,Ahoskie,192,#192,1353 Memorial Dr E,NC,27910-3923
Family Dollar Stores,Georgetown,193,#193,1604 Highmarket St,SC,29440-3123
Family Dollar Stores,Fayetteville,198,#198,511 College St W,TN,37334-2915
Family Dollar Stores,Madison,199,#199,1167 Eatonton Rd,GA,30650-2026
Family Dollar Stores,Harriman,201,#201,1034 S Roane St #2,TN,37748-7418
Family Dollar Stores,Hickory,202,#202,1240 Highway 70 Sw,NC,28602-4936
Family Dollar Stores,Erwin,203,#203,1041 N Main St,TN,37650-1505
Family Dollar Stores,Farmville,204,#204,3434-E Cooperative Way,NC,27828
Family Dollar Stores,Monroe,209,#209,772 W Spring St,GA,30655-1747
Family Dollar Stores,Moncks Corner,211,#211,1015 Old Hwy 52,SC,29461-3028
Family Dollar Stores,Goldsboro,213,#213,2529 E Ash St,NC,27534-4513
Family Dollar Stores,Douglas,215,#215,831 S Peterson Ave,GA,31533-5234
Family Dollar Stores,Fitzgerald,218,#218,162 Ocilla Hwy Ste 3,GA,31750-3795
Family Dollar Stores,Cornelia,219,#219,255 Habersham County Shp Ctr,GA,30531-3413
Family Dollar Stores,Bryson City,220,#220,Us 19 Bus,NC,28713
Family Dollar Stores,Blue Ridge,223,#223,4157 E First St,GA,30513-4527
Family Dollar Stores,Covington,224,#224,3126 Hwy 278 Nw,GA,30014-2304
Family Dollar Stores,Durham,225,#225,1000 N Miami Blvd Ste 500-B,NC,27703-2230
Family Dollar Stores,Sylvania,226,#226,311 W Ogeechee St,GA,30467-2129
Family Dollar Stores,Macon,227,#227,1735 Shurling Dr,GA,31211-2191
Family Dollar Stores,Warner Robins,228,#228,562 N Davis Dr,GA,31093-2611
Family Dollar Stores,Carrollton,229,#229,430 N Park St,GA,30117-3035
Family Dollar Stores,Cartersville,230,#230,138 S Tennessee St,GA,30120-3604
Family Dollar Stores,Salisbury,232,#232,410 E Innes St,NC,28144-5014
Family Dollar Stores,Greenwood,233,#233,1316 S Main St,SC,29646-3931
Family Dollar Stores,Clinton,234,#234,305 E Willard Rd,SC,29325-2063
Family Dollar Stores,Atlanta,235,#235,2178 Campbellton Rd Sw,GA,30311-4606
Family Dollar Stores,Americus,236,#236,202 Manhattan St,GA,31709-3813
Family Dollar Stores,Columbia,239,#239,7416 Garners Ferry Road,SC,29209
Family Dollar Stores,Washington,240,#240,164 Bi-Lo Plaza,GA,30673
Family Dollar Stores,Vidalia,241,#241,1101h E First St,GA,30474-4205
Family Dollar Stores,Elizabethton,242,#242,513 Broad Street,TN,37643-2717
Family Dollar Stores,Mount Airy,243,#243,1462 Us Highway 52 S,NC,27030-5711
Family Dollar Stores,Henderson,244,#244,112 Raleigh Rd,NC,27536-4906
Family Dollar Stores,Morristown,245,#245,3512 W Andrew Johnson Hwy,TN,37814-3639
Family Dollar Stores,Fort Valley,246,#246,536 Vineville St,GA,31030-4184
Family Dollar Stores,Albemarle,250,#250,829 Hwy. 24-27-73 Byp E,NC,28001
Family Dollar Stores,Concord,251,#251,35 Branchview Dr Ne,NC,28025-3403
Family Dollar Stores,Macon,253,#253,951 Hillcrest Blvd,GA,31204-3858
Family Dollar Stores,Columbia,254,#254,3908 Two Notch Rd,SC,29204
Family Dollar Stores,Anderson,256,#256,302 Pearman Dairy Rd,SC,29625-3802
Family Dollar Stores,Canton,257,#257,20 New Clyde Hwy,NC,28716-4210
Family Dollar Stores,N Charleston,259,#259,5300 Rivers Ave,SC,29406-6219
Family Dollar Stores,Hope Mills,260,#260,3477 N Main St,NC,28348-1885
Family Dollar Stores,Clinton,261,#261,335 Northeast Blvd,NC,28328-2423
Family Dollar Stores,Beaufort,262,#262,1291 Ribaut Rd,SC,29902-6147
Family Dollar Stores,Fort Oglethorpe,263,#263,767 Battlefield Pkwy,GA,30742-3923
Family Dollar Stores,Wilson,264,#264,4000 A Ward Blvd,NC,27893-3268
