row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|at_transactiondescription|at_transactiondescription2|at_mcccode
6||||||||FARMERS INS      |
9||||||||AMEX PAYMENT     |
15||||||||Synchrony Bank   |
18||||||||FORD CREDIT      |
20||||||||BEST BUY         |
21||||||||DISCOVER         |
29|||||||| MMA ...4244 transaction#: 4|
34||||||||INTUIT PYMT SOLN |
39||||||||CITIBANK,N.A.    |
40||||||||UI PREPAY PLANS  |
46||||||||ard ending in 5055|
47||||||||VZ WIRELESS VW   |
48||||||||AMERIPRISE FINC  |
58||||||||ard ending in 7599|
74|||||||| MMA ...9408 transaction#: 4|
75||||||||PAYPAL           |
78||||||||Synchrony Bank   |
85||||||||Central Cred Svc |
96||||||||DISCOVER         |
99||||||||FARMERS INS      |
100||||||||OCWEN            |
101||||||||COLONIAL LIFE    |
106||||||||  CHK ...8851 transaction#: |
109||||||||FLOOD PREMIUM    |
111||||||||GREAT LAKES      |
116||||||||ard ending in 1460|
121||||||||American Express |
128||||||||TJX Rewards CC   |
142||||||||ard ending in 3591|
152||||||||VZ WIRELESS VE   |
155||||||||COMENITY PAY NS  |
187||||||||COX COMM OKC     |
193||||||||VZ WIRELESS VE   |
195||||||||NEW YORK LIFE    |
196||||||||FPL DIRECT DEBIT |
208||||||||PAYMENTECH       |
209||||||||ard ending in 8971|
213||||||||PRUDENTIAL       |
221||||||||CHASE            |
222||||||||ard ending in 7378|
224||||||||BEST BUY         |
226||||||||DISCOVER         |
228||||||||CITI CARD ONLINE |
233||||||||STATE FARM RO 27 |
236||||||||COLUMBIA         |
243||||||||1ST MOTORS GLAIC|
251||||||||GENWORTH LIFE    |
261||||||||Lowes CC         |
264||||||||Land & Co.       |
269||||||||CAPITAL ONE AUTO |
270||||||||ALLY             |
278||||||||American Express |
280||||||||4 transaction#: MMA ...2565|
286||||||||DIRECTV          |
289||||||||ard ending in 3939|
304||||||||ONEMAINFINANCIAL |
313||||||||CHASE            |
315||||||||USBANK LOAN      |
316||||||||NAVIENT FDR      |
319||||||||AMERICAN EXPRESS |
320||||||||PAYPAL           |
324||||||||205 WEST END AVE      |
328||||||||NAVI ED SERV WEB |
330||||||||ATT              |
331||||||||BARCLAYCARD US   |
341||||||||BARCLAYCARD US   |
348||||||||CITI CARD ONLINE |
357||||||||STATE FARM RO 27 |
365||||||||FPB CR CARD      |
374||||||||T-MOBILE.COM     |
378||||||||ALLSTATE F&C INS |
382||||||||COMENITY PAY DG  |
385||||||||WalMart CC       |
390||||||||HUMANA,  INC.    |
396||||||||TD BANK NA       |
397||||||||American Express |
405||||||||VERIZON WIRELESS |
409||||||||CHASE            |
426||||||||ard ending in 2156|
430||||||||VZ WIRELESS VW   |
434||||||||DOMINION SOLAR G       |
436||||||||AEP              |
441||||||||BK OF AMER VI/MC |
452||||||||ard ending in 1942|
456||||||||VZ WIRELESS VN   |
463||||||||CHASE            |
466||||||||ard ending in 9508|
470||||||||ATT              |
475||||||||NYS TAX & FINANC |
477||||||||IRS              |
484||||||||ard ending in 2685|
491||||||||Plymouth Christi |
492||||||||VZ WIRELESS VW   |
493||||||||CNS SETTLEMENT         |
500||||||||  CHK ...3178 transaction#: |
511||||||||NFCU             |
513||||||||5/3 BANKCARD SYS      |
516||||||||CAPITAL ONE AUTO |
521||||||||Xoom.com         |
530||||||||CARE CALIFORNIA SYSTEMS|
534||||||||Banana Visa      |
535||||||||LIBERTY MUTUAL   |
538||||||||Nationstar       |
542||||||||VERIZON WIRELESS |
546||||||||STATE FARM RO 27 |
549||||||||COLUMBIA GAS OH  |
565||||||||DISCOVER         |
566||||||||PROG NORTHERN    |
570||||||||ard ending in 8201|
577||||||||NORDSTROM        |
579||||||||ard ending in 4704|
583||||||||CHASE AUTO       |
598||||||||Bank of America  |
604||||||||BANK OF AMERICA  |
606||||||||CAPITAL ONE      |
612||||||||IND WITH TAX     |
616||||||||AUDI FINCL, INC. |
617||||||||UNITED/LBS       |
619||||||||SMALL BUSINESS   |
628||||||||WELLS FARGO CARD |
