row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|at_transactiondescription|at_transactiondescription2|at_mcccode
1|041800035201532|HALLANDALE BE|FL|33009||US|USPS 11372000035201532   HALLANDALE BEFL|USPS 11372000035201532|9402
5|825236445888|ANDREWS|TX|79714||US|SLPASH 'N DASH #2        ANDREWS      TX|SLPASH 'N DASH #2|7542
11|170031000111695|REDDING|CA|96002||US|LOWES #01926*            REDDING      CA|LOWES #01926*|5200
13|452012314996|ALLEN|TX|75013||US|BATH & BODY WORKS 1468   ALLEN        TX|BATH & BODY WORKS 1468|5999
23|21-8022700358|HIGHLANDS RAN|CO|80129||US|BUFFALO WILD WINGS 0381  HIGHLANDS RANCO|BUFFALO WILD WINGS 0381|5812
28|068337000017510|800-242-6422|RI|2865||US|AMI*AMICA INSURANCEAPP   800-242-6422 RI|AMI*AMICA INSURANCEAPP|6300
35|313050301883|NEW YORK|NY|10011||US|CHELSEA THRIFT SHOP      NEW YORK     NY|CHELSEA THRIFT SHOP|5931
39|6529500021798|TOKYO||0||JP|FAMILYMART               TOKYO|FAMILYMART|5499
41|650000008740667|LOS ANGELES|CA|90028||US|1718 VINE                LOS ANGELES  CA|1718 VINE|5813
47|048204682990|GORDONSVILLE|VA|22942||US|WAL-MART #4682           GORDONSVILLE VA|WAL-MART #4682|5411
49|216264000053360|New York|NY|10036||US|STARBUCKS #07215 NEW YORKNew York     NY|STARBUCKS #07215 NEW YORK|5814
56|535723301170652|LIVINGSTON|NJ|7039||US|SHOPRITE LIVINGSTON S1   LIVINGSTON   NJ|SHOPRITE LIVINGSTON S1|5411
57|535723301170652|LIVINGSTON|NJ|7039||USA|SHOPRITE LIVINGSTON S1   LIVINGSTON   NJ|SHOPRITE LIVINGSTON S1|5411
59|09-8016333505|CARMEL|IN|46032||USA|WWINS7CORNERS            CARMEL       IN|WWINS7CORNERS|6300
66|178233043995|WASHINGTON|DC|20001||US|NIGHTCLUB 930            WASHINGTON   DC|NIGHTCLUB 930|5812
69|345009070888|CLIFTON PARK|NY|12065||US|BOSCOVS 70               CLIFTON PARK NY|BOSCOVS 70|5311
72|174030072998|402-935-7733|CA|95131||US|PAYPAL *DEMOCRCYNOW      402-935-7733 CA|PAYPAL *DEMOCRCYNOW|8398
74|934000000342139|CALDWELL,NJ 0|NJ|7006||US|FORTE                    CALDWELL,NJ 0NJ|FORTE|5812
75|008788430059792|BERKELEY|CA|94707||US|PHARMACA INTEGRATIVE P   BERKELEY     CA|PHARMACA INTEGRATIVE P|5912
80|661371000972554|800-811-1648|GA|30328||US|UPS*00006V9A78           800-811-1648 GA|UPS*00006V9A78|4214
81|650000007794657|LOS ANGELES|CA|90035||US|WORLD OIL 017            LOS ANGELES  CA|WORLD OIL 017|5542
86|650000007833679|BELLEVUE|WA|98004||US|BAMBOO GARDEN            BELLEVUE     WA|BAMBOO GARDEN|5812
87|099300091014605|TUCSON|AZ|85710||US|QT 1460       91014605   TUCSON       AZ|QT 1460       91014605|5542
91|276173981883|ORMOND BEACH|FL|32174||US|SHARPS DISCOUNT LIQUORS  ORMOND BEACH FL|SHARPS DISCOUNT LIQUORS|5921
99|041800032408361|AMESBURY|MA|1913||US|USPS 24011909132408361   AMESBURY     MA|USPS 24011909132408361|9402
101|540924230109381|PUEBLO|CO|81008||US|SPANKYS WINE & LIQUOR    PUEBLO       CO|SPANKYS WINE & LIQUOR|5921
107|4445100154690|GLENDALE|CA|91207||US|WALGREENS #15469         GLENDALE     CA|WALGREENS #15469|5912
109|84870006384270|800-228-0475|NE|68137||US|ORIENTAL TRADING CO      800-228-0475 NE|ORIENTAL TRADING CO|5964
112|84870006384270|800-228-0475|NE|68137||US|ORIENTAL TRADING CO      800-228-0475 NE|ORIENTAL TRADING CO|5964
113|84870006384270|800-228-0475|NE|68137||US|ORIENTAL TRADING CO      800-228-0475 NE|ORIENTAL TRADING CO|5964
114|84870006384270|800-228-0475|NE|68137||US|ORIENTAL TRADING CO      800-228-0475 NE|ORIENTAL TRADING CO|5964
115|84870006384270|800-228-0475|NE|68137||US|ORIENTAL TRADING CO      800-228-0475 NE|ORIENTAL TRADING CO|5964
117|84870006384270|800-228-0475|NE|68137||US|ORIENTAL TRADING CO      800-228-0475 NE|ORIENTAL TRADING CO|5964
118|345049904880|SANTA ROSA|CA|95405||US|MARY'S PIZZA SHACK #5    SANTA ROSA   CA|MARY'S PIZZA SHACK #5|5812
124|200002360033349|KANSAS CITY|MO|64111||US|VETERANS OF FOREIGN WARS KANSAS CITY  MO|VETERANS OF FOREIGN WARS|8641
125|530636801144567|TIGARD|OR|97224||US|SWEET TOMATOES 81 Q14    TIGARD       OR|SWEET TOMATOES 81 Q14|5814
129|022100000007997|SANTA CRUZ|CA|95060||US|SAFEWAY  STORE00007997   SANTA CRUZ   CA|SAFEWAY  STORE00007997|5411
132|4445000542357|MIAMI LAKES|FL|33014||US|PUBLIX  #1129            MIAMI LAKES  FL|PUBLIX  #1129|5411
134|171865000167955|POUGHKEEPSIE|NY|12603||US|STOP & SHOP 0540         POUGHKEEPSIE NY|STOP & SHOP 0540|5411
139|4445013512509|LAKE WALES|FL|33859||US|KOHL'S #1250             LAKE WALES   FL|KOHL'S #1250|5311
141|4445012954289|TECUMSEH|MI|49286||US|JET'S PIZZA              TECUMSEH     MI|JET'S PIZZA|5812
143|0000228868   B1|CHERAW|SC|0||US|BP 9675935*ULTIMATE      CHERAW       SC|BP 9675935*ULTIMATE|5542
144|628086003912557|AURORA|CO|80016||US|WHOLLY CANNOLI CAFE      AURORA       CO|WHOLLY CANNOLI CAFE|5812
146|4445900002751|ENGLEWOOD|CO|80110||US|WM SUPERCENTER #2751     ENGLEWOOD    CO|WM SUPERCENTER #2751|5411
150|52200106504|KAILUA|HI|96734||US|7-ELEVEN #54278          KAILUA       HI|7-ELEVEN #54278|5499
153|4445091078360|CORAL GABLES|FL|33146||US|ANTHROPOLOGIE #440       CORAL GABLES FL|ANTHROPOLOGIE #440|5651
156|4445090257980|LIMA|OH|45805||US|MEIJER INC #110    Q01   LIMA         OH|MEIJER INC #110    Q01|5411
157|84870007581454|MADISON|CT|6443||US|WILLOUGHBYS COFFEE & TEA MADISON      CT|WILLOUGHBYS COFFEE & TEA|5812
158|008788430169162|MASON|MI|48854||US|DARBS TAVERN & EATERY    MASON        MI|DARBS TAVERN & EATERY|5812
159|067008963992|WEST VALLEY C|UT|84120||US|KMART 7412               WEST VALLEY CUT|KMART 7412|5310
160|009000010510014|LONG ISLAND C|NY|11101||US|BOS TAXI 1489            LONG ISLAND CNY|BOS TAXI 1489|4121
162|4445001037267|LUTZ|FL|33558||US|PUBLIX #1219             LUTZ         FL|PUBLIX #1219|5411
164|650000004795467|MCKINNEY|TX|75070||US|7-ELEVEN 33697           MCKINNEY     TX|7-ELEVEN 33697|5541
166|005059148998|YUMA|AZ|85365||US|BED BATH & BEYOND #1148  YUMA         AZ|BED BATH & BEYOND #1148|5719
169|948908219000255|DARIEN|CT|6820||US|COROMANDEL CUISINE OF INDDARIEN       CT|COROMANDEL CUISINE OF IND|5812
173|09-8016771902|ROSELLE|IL|60172||US|ARMANETTI                ROSELLE      IL|ARMANETTI|5921
177|073000063505770|LA CANADA|CA|91011||US|PETCO 577     63505770   LA CANADA    CA|PETCO 577     63505770|5995
178|372181851885|LOS ANGELES|CA|90048||US|SUPERCUTS 079            LOS ANGELES  CA|SUPERCUTS 079|7230
182|453020260999|BRIDGEWATER|NJ|8807||US|CHRISTMAS TREE #7060     BRIDGEWATER  NJ|CHRISTMAS TREE #7060|5947
191|048201802997|TOPEKA|KS|66604||US|WAL-MART #1802           TOPEKA       KS|WAL-MART #1802|5411
192|048201802997|TOPEKA|KS|66604||US|WAL-MART #1802           TOPEKA       KS|WAL-MART #1802|5411
193|451044259997|NEW YORK|NY|10103||US|ZARA USA 1260            NEW YORK     NY|ZARA USA 1260|5621
194|451044259997|NEW YORK|NY|10103||US|ZARA USA 1260            NEW YORK     NY|ZARA USA 1260|5621
195|029500000000281|GREEN BAY|WI|54304||US|BEST BUY      00000281   GREEN BAY    WI|BEST BUY      00000281|5732
196|534253801165375|APACHE JUNCTI|AZ|85120||US|CIRCLE K 01989           APACHE JUNCTIAZ|CIRCLE K 01989|5542
200|422044592885|ROANOKE|VA|24012||US|APPLE MARKET # 403       ROANOKE      VA|APPLE MARKET # 403|5542
202|4445013775627|CAMBRIDGE|MA|2139||US|KENDALL SQ CINEMA 231    CAMBRIDGE    MA|KENDALL SQ CINEMA 231|7832
204|4445077004064|READING|PA|19602||US|CVS/PHARMACY #04064      READING      PA|CVS/PHARMACY #04064|5912
205|277222721999|NOBLESVILLE|IN|46060||US|SPORTS CLIPS IN114       NOBLESVILLE  IN|SPORTS CLIPS IN114|7230
206|007015138998|PETERSON AFB|CO|80912||US|AAFES SCHRIEVER GAS PUMP PETERSON AFB CO|AAFES SCHRIEVER GAS PUMP|5542
207|4445077010009|MIDDLETOWN|NY|10940||USA|CVS/PHARMACY #10009      MIDDLETOWN   NY|CVS/PHARMACY #10009|5912
213|84870016655339|CHICAGO|IL|60613||US|TANGO SUR                CHICAGO      IL|TANGO SUR|5813
216|650000007127452|SAINT LOUIS|MO|63131||US|AV NAILS & SPA III       SAINT LOUIS  MO|AV NAILS & SPA III|7230
217|650000005295178|ROYAL OAK|MI|48067||US|INN SEASON CAFE          ROYAL OAK    MI|INN SEASON CAFE|5812
218|571522201394797|DENVER|CO|80205||US|THE RETRO ROOM           DENVER       CO|THE RETRO ROOM|5813
219|329292189993|WESTLAKE VILL|CA|91362||US|PAUL MARTINS THO         WESTLAKE VILLCA|PAUL MARTINS THO|5812
222|041800033028184|MIRAMAR BEACH|FL|32550||US|USPS 11225109533028184   MIRAMAR BEACHFL|USPS 11225109533028184|9402
224|009100000000819|CLINTON TOWNS|MI|48035||US|TARGET        00008193   CLINTON TOWNSMI|TARGET        00008193|5411
227|434608515889|LAFAYETTE|CA|94549||US|UNCLE YU RESTAURANT      LAFAYETTE    CA|UNCLE YU RESTAURANT|5812
230|167584000157109|ALEXANDER CTY|AL|35010||US|GOODY'S #5076            ALEXANDER CTYAL|GOODY'S #5076|5651
233|518993320105372|BROOKLYN|NY|11218||US|K R M CORP               BROOKLYN     NY|K R M CORP|5411
237|334240664881|HUNTERSVILLE|NC|28078||US|WHICH WICH 188           HUNTERSVILLE NC|WHICH WICH 188|5814
240|373211633996|LANCASTER|PA|17603||US|MICK'S ALL AMERICAN PUB  LANCASTER    PA|MICK'S ALL AMERICAN PUB|5812
243|542929801910373|BETTENDORF|IA|52722||US|HY VEE 1037              BETTENDORF   IA|HY VEE 1037|5411
249|542929804204741|PRINCETON|WV|24740||US|GRANTS SUPERMARKET       PRINCETON    WV|GRANTS SUPERMARKET|5411
251|009100000001408|LOS ANGELES|CA|90041||US|TARGET        00014084   LOS ANGELES  CA|TARGET        00014084|5411
252|06281780989FWY1|WAUKEE|IA|50263||US|FAREWAY STORES #989      WAUKEE       IA|FAREWAY STORES #989|5411
256|376232958995|WASHINGTON|DC|20003||US|GOOD STUFF EATERY        WASHINGTON   DC|GOOD STUFF EATERY|5812
258|226003022994|ENCINITAS|CA|92024||US|TRADER JOE'S #025  QPS   ENCINITAS    CA|TRADER JOE'S #025  QPS|5411
259|542929803638436|CLEVELAND|TN|37312||US|FIVE GUYS--TN # 03       CLEVELAND    TN|FIVE GUYS--TN # 03|5814
267|11672281|919-781-8200|NC|27604||US|MOXIE PEST CONTROL       919-781-8200 NC|MOXIE PEST CONTROL|7342
268|673936009600004|SILVER SPRING|FL|34488||US|SILVER SPRINGS CITGO     SILVER SPRINGFL|SILVER SPRINGS CITGO|5542
270|428206479886|MARIETTA|GA|30064||US|WEST COBB WINE AND SPIRI MARIETTA     GA|WEST COBB WINE AND SPIRI|5921
271|428206479886|MARIETTA|GA|30064||US|WEST COBB WINE AND SPIRI MARIETTA     GA|WEST COBB WINE AND SPIRI|5921
272|4445000483180|POWELL|OH|43065||US|GET GO #3527             POWELL       OH|GET GO #3527|5541
274|03-9500386116|HASTINGS|NE|68901||US|MENARDS HASTINGS         HASTINGS     NE|MENARDS HASTINGS|5200
284|580900801165375|PHOENIX|AZ|85027||US|CIRCLE K # 03481         PHOENIX      AZ|CIRCLE K # 03481|5542
285|236094800179901|PLAINFIELD|IL|60585||US|DUNKIN #343433     Q35   PLAINFIELD   IL|DUNKIN #343433     Q35|5814
