row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|at_transactiondescription|at_transactiondescription2|at_mcccode
7||||||||BARCLAYCARD US   |
10||||||||PAYPAL           |
11||||||||DOM EAST OHIO    |
12||||||||CHILDRENS COURTY |
22||||||||ard ending in 7640|
27||||||||SPRINT8006396111 |
28||||||||EAST OHIO GAS    |
31||||||||800-393-0864     |
35||||||||PAYPAL           |
37||||||||GREAT LAKES      |
51||||||||VZ WIRELESS VE   |
54||||||||TX FAMILYFIT ABC |
57||||||||CHASE            |
68||||||||PAYPAL           |
72||||||||ard ending in 7498|
73||||||||LINCOLN BENEFIT  |
84||||||||AEP              |
88||||||||SOUTHWEST GAS    |
93||||||||CAPITAL ONE      |
104||||||||CARDMEMBER SERV  |
112||||||||PROGRESSIVE RENT |
126||||||||ard ending in 4796|
137||||||||ON DECK CAPITAL  |
139||||||||Galveston TX          |
145||||||||NEW YORK LIFE    |
147||||||||PAYMENT FOR AMZ  |
150||||||||Voya Reliastr415 |
154||||||||KOHL'S DEPT STRS |
158||||||||Ozarka           |
159||||||||GWM LLC          |
164||||||||PAYPAL CREDIT    |
167||||||||PAYPAL           |
186||||||||CPENERGY ENTEX   |
189||||||||CHILDRENS PLACE  |
190||||||||CITI CARD ONLINE |
192||||||||ATT              |
197||||||||uto Draft 1652643         TE|
198||||||||ChangeLivesTgthr |
200||||||||ard ending in 0713|
210||||||||FPB CR CARD      |
220||||||||00985: AMER CENT |
225||||||||FDMS OKB         |
242||||||||ard ending in 7824|
246||||||||GOOGLE           |
247||||||||Society of FSP   |
249||||||||PAYPAL           |
255||||||||PAYPAL           |
262||||||||PAYX-FSA              |
266||||||||COLONIAL LIFE    |
268||||||||COMENITY PAY VI  |
271||||||||Payroll Service  |
273||||||||CARDMEMBER SERV  |
282||||||||USAA.COM PAYMNT  |
283||||||||METLIFE          |
285||||||||STATE FARM RO 27 |
288||||||||CAPITAL ONE      |
294||||||||ard ending in 5018|
307||||||||DISCOVER         |
308||||||||ayment    163687012EPAYC  PP|
310||||||||CAPITAL ONE      |
314||||||||NORDSTROM        |
318||||||||GREAT LAKES      |
321||||||||ard ending in 8155|
325||||||||PAYPAL           |
333||||||||BEST BUY         |
335||||||||CAPITAL ONE      |
343||||||||COMPASSION INT'L |
344||||||||THE GUARDIAN     |
349||||||||CASH AMERICA     |
