row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|at_transactiondescription|at_transactiondescription2|at_mcccode
16534||||||||BARRENECHE,CHARL |
16540||||||||WF HOME MTG      |
16541||||||||MOKENA           |
16546||||||||UNITEDHEALTHCARE      |
16559||||||||CAPITAL ONE      |
16589||||||||VENMO            |
16591||||||||BAPTIST LOAN GRP |
16626||||||||WF HOME MTG      |
16679||||||||BIG GEYSER INC   |
16686||||||||American Express |
16704||||||||ard ending in 6648|
16729||||||||JPMORGAN CHASE   |
16732||||||||CITI CARD ONLINE |
16778||||||||UNITEDHEALTHCARE      |
16803||||||||IRS              |
16837||||||||ROUNDPOINT       |
16850||||||||Bank of America  |
16869||||||||US BANK HOME MTG |
16956||||||||HOOSIER WINS 132      |
16967||||||||STANDARD MORTGAG |
16994||||||||OCWEN            |
17072||||||||ard ending in 4786|
17099||||||||JPMORGAN CHASE   |
17110||||||||BK OF AM CRD ACH |
17116||||||||MoneyGram Paymen |
17120||||||||ADP PLEASANTON        |
17144||||||||  CHK ...0096 transaction#: |
17154||||||||  CHK ...8237 transaction#: |
17159||||||||DISCOVER         |
17161||||||||IRS              |
17170|||||||| MMA ...2501 transaction#: 4|
17208||||||||COUNTY OF ORANGE |
17222||||||||MORTGAGE SERV CT |
17226||||||||ard ending in 0961|
17235||||||||ROWLAND HT 8900  |
17326||||||||STONEGATE MTG    |
17344||||||||GEICO            |
17359||||||||American Express |
17400||||||||JPMORGAN CHASE   |
17413||||||||Synchrony Bank   |
17451||||||||American Express |
17471||||||||CITIMORTGAGE INC |
17491||||||||WELLS FARGO      |
17493||||||||IN SALES/USE TAX |
17530||||||||GRAND BANK FOR S |
17562||||||||American Express |
17573||||||||PaySpot Inc      |
17574||||||||CAPITAL ONE      |
17577|||||||| MMA ...9615 transaction#: 4|
17595||||||||ard ending in 1302|
17691||||||||JPMORGAN CHASE   |
17709||||||||American Express |
17715||||||||AFC FUNDING CORP |
17724||||||||OCWEN            |
17744||||||||Nationstar       |
17746||||||||JPMORGAN CHASE   |
17803||||||||ard ending in 1375|
17817|||||||| MMA ...8133 transaction#: 4|
17826||||||||LUTHERBURBANKSAV |
17831||||||||WELLS FARGO      |
17833||||||||ard ending in 7320|
17855||||||||ard ending in 2131|
17867||||||||21103Lincoln at  |
17869||||||||COMENITY PAY CP  |
17921||||||||CITI AUTOPAY     |
17926||||||||JPMORGAN CHASE   |
17948||||||||Nationstar       |
18044||||||||CITI CARD ONLINE |
18047||||||||CENTRAL LOAN ADM |
18058||||||||VGI-PRIME MM     |
18059||||||||IRS              |
18062||||||||ard ending in 2669|
18073||||||||Nationstar       |
18084||||||||60790Reflections |
18090||||||||CVR                   |
18097||||||||COUNTYOFRIVERSID |
18104||||||||DISCOVER         |
18121||||||||CITI CARD ONLINE |
18136||||||||SO CAL EDISON CO |
18162||||||||CAPITAL ONE      |
18209||||||||VGI-TGTRET2045   |
18216||||||||CHASE            |
18239||||||||PAYCHEX TPS      |
18251||||||||ard ending in 4384|
18255||||||||EXIT REALTY USA  |
18310|||||||| MMA ...5601 transaction#: 4|
18324||||||||CITI CARD ONLINE |
18334||||||||Seterus, Inc.    |
18383|||||||| MMA ...0044 transaction#: 4|
18389||||||||ard ending in 4186|
18404|||||||| 4971792691 To JAS Consultan|
18442||||||||CITI CARD ONLINE |
18507||||||||ard ending in 5110|
18511||||||||American Express |
18547||||||||WF HOME MTG      |
18584||||||||AMERICAN EXPRESS |
18586||||||||NEXTGEAR PAYMENT |
18595|||||||| 4970525604 To Extreme Palle|
18603||||||||PAYCHEX TPS      |
18625||||||||PAYCHEX INC.     |
18647||||||||ADP TX/FINCL SVC |
18662||||||||SYSCO METRO NEW  |
18707||||||||Touro College    |
18725||||||||  CHK ...7069 transaction#: |
18753||||||||PEOPLE'S TRUST   |
18766||||||||ard ending in 2636|
18801||||||||OXFORD HEALTH 2  |
18808||||||||HARRAHS JOLIET   |
18821|||||||| 4971581155 To Marsha (_####|
18854||||||||ard ending in 1779|
18863||||||||CITIMORTGAGE INC |
18898||||||||ard ending in 2744|
18899||||||||Lions Gate South |
18903||||||||WF HOME MTG      |
18940||||||||ADP TX/FINCL SVC      |
18948||||||||JPMORGAN CHASE   |
18990||||||||IRS              |
18992||||||||ard ending in 5446|
18997||||||||DISCOVER         |
19026||||||||JPMORGAN CHASE   |
19075||||||||Parkwood Heights |
19088||||||||CAPITAL ONE      |
19123||||||||GLOBAL PAYMENTS  |
19124||||||||ard ending in 1294|
19126||||||||CON ED OF NY     |
19128||||||||STONETRUST       |
19140||||||||BK OF AM CRD ACH |
19154||||||||AMERICAN EXPRESS |
19173||||||||American Express |
19179|||||||| MMA ...2081 transaction#: 4|
19194||||||||STTAM PROP TAX   |
19204||||||||PAYCHEX-HRS      |
19206||||||||CA592 - Archston |
19239||||||||MMI              |
19266||||||||CITI CARD ONLINE |
19301||||||||ard ending in 4933|
19302||||||||Sams Club MC     |
19333||||||||IRS              |
19368||||||||IRS              |
19444||||||||SHOREHAM APARTME |
19478||||||||PAYCHEX TPS      |
19500|||||||| 4971746466 To Linestar (_##|
19519||||||||ard ending in 9380|
19563||||||||JPMORGAN CHASE   |
19602||||||||ard ending in 7847|
19633||||||||ALLY COMPA ENERGIES|
19674||||||||STATE FARM RO 08 |
19738||||||||ard ending in 2596|
19757||||||||ard ending in 2722|
19775||||||||JPMORGAN CHASE   |
19796||||||||ard ending in 2766|
19850||||||||COMENITY PAY DG  |
19859||||||||US CBP                |
19869||||||||IRS              |
19878||||||||GREEN TREE SER   |
19922||||||||FLA DEPT REVENUE      |
19949||||||||JPMORGAN CHASE   |
19970||||||||CHS Payrol  1450 |
19976||||||||WF HOME MTG      |
19998||||||||ard ending in 7980|
20015||||||||ard ending in 2297|
20033||||||||ard ending in 8065|
20037||||||||ST.JAMES MORTGAG |
20065||||||||PAYCHEX-HRS            |
20087||||||||ard ending in 6410|
20111||||||||ard ending in 5169|
20134||||||||DISCOVER         |
20221||||||||JPMORGAN CHASE   |
20246||||||||RIDGESTONE BANK  |
20250||||||||BANK OF AMERICA  |
20265||||||||American Express |
20290||||||||MCBRIDE,CHRISTOP |
20315||||||||ard ending in 9910|
20316||||||||PAYCHEX TPS      |
20342||||||||CHASE            |
20352||||||||American Homes 4 |
20393||||||||RIVIERA PROD 2   |
20403||||||||CHASE            |
20416||||||||American Express |
20426||||||||BREVARD COUNTY   |
20437||||||||VGI 529 ACH      |
20449||||||||American Express |
20463||||||||IRS                   |
20464||||||||ard ending in 7275|
20502||||||||IRS              |
20529||||||||Bromley Hall     |
20530||||||||IRS              |
20552||||||||018   MONEYMKT-A |
20559||||||||CHASE            |
20562||||||||DISCOVER         |
20572||||||||ard ending in 2618|
20599||||||||FUSA REM PMT1217      |
20609||||||||ard ending in 1780|
20624||||||||UTAH HOUSING     |
20646||||||||ard ending in 3313|
20648||||||||CAPITAL ONE      |
20651||||||||CC 529 Adv ACH   |
20668||||||||ard ending in 0456|
20734||||||||E*TRADE          |
20745||||||||TG PYMT                   PP|
20758||||||||STORED VALU           |
20778||||||||MORTGAGE SERV CT |
20781||||||||ALLY             |
20782||||||||INTUIT PAYROLL S |
20802||||||||ard ending in 0358|
20812||||||||BARCLAYCARD US   |
20837||||||||ard ending in 6278|
20846||||||||ard ending in 6647|
20850||||||||ard ending in 4841|
20857||||||||American Express |
20881||||||||Beven and Brock  |
20895||||||||AMERICAN SCIENCE      |
20972||||||||JPMORGAN CHASE   |
20978||||||||ard ending in 7899|
21002||||||||CAPITAL ONE      |
21011||||||||AMERICAN EXPRESS |
21017||||||||SUNTRUST EXT TFR |
21048||||||||Ocwen Loan Servi |
21075||||||||GREAT LAKES      |
21078||||||||BCBS ORBIPAY     |
21085||||||||US BANK HOME MTG |
21174||||||||Nationstar       |
21190||||||||AMERICAN EXPRESS |
21217||||||||ard ending in 7736|
21264||||||||ard ending in 1797|
21265||||||||IRS              |
21266||||||||CITI AUTOPAY     |
21280||||||||ASHRECJNL CS30006450      CT|
21320|||||||| MMA ...7793 transaction#: 4|
21336||||||||J MCFEARIN       |
21349||||||||AMERICAN EXPRESS |
21365||||||||ard ending in 4879|
21376||||||||ROUNDPOINT       |
21435||||||||NOVELPAY PROPRTYP|
21472||||||||PAYCHEX INC.          |
21608||||||||DISCOVER         |
21656||||||||DISCOVER         |
21661||||||||AEIS             |
21688||||||||  CHK ...8016 transaction#: |
21721||||||||ard ending in 9114|
21752||||||||UAIG - ARIZONA   |
21796||||||||HOME DEPOT       |
21842||||||||ALLY BANK        |
21900||||||||CITI CARD ONLINE |
21939||||||||ard ending in 0135|
21953||||||||SUNTRUST MORTG   |
21974||||||||Xoom.com         |
21975||||||||CHASE            |
21996||||||||PAYMENTECH            |
22006||||||||MINNESOTA COMMER      |
22017||||||||EVERHOME MORTG   |
22029||||||||ard ending in 8766|
22053|||||||| MMA ...1557 transaction#: 4|
22054||||||||ard ending in 4093|
22057||||||||IRS              |
22063||||||||American Express |
22088||||||||ard ending in 5658|
22116||||||||CENTENE MANAGEME      |
22127||||||||CARDMEMBER SERV  |
22144||||||||YELLOWSTONE PSF  |
22151||||||||WF HOME MTG      |
22224||||||||NYS TAX & FINANC      |
22237||||||||ard ending in 2214|
22259||||||||ard ending in 4848|
22343||||||||American Express |
22396||||||||CHASE            |
22406||||||||CHASE            |
22417||||||||GL SCRIP CENTER  |
22432|||||||| 4971152754 To DD (_########|
22439|||||||| MMA ...8285 transaction#: 4|
22452||||||||ADP PAYROLL FEES |
22461|||||||| 4971188799 To Suntrust (_##|
22476||||||||FIRSTUNITEDBANK  |
22532||||||||American Express |
22554||||||||AYROLL    6138      6138  CC|
22555||||||||CAPITAL ONE      |
22580||||||||CAPITAL ONE      |
22586||||||||CITIBANK         |
22587||||||||ard ending in 5674|
22602||||||||ERI              |
22612||||||||BANK OF AMERICA  |
22636||||||||ard ending in 7600|
22704||||||||CHOICE BRANDS         |
22708||||||||ard ending in 3137|
22815||||||||FID BKG SVC LLC  |
22845||||||||RISK MANAGEMENT  |
22869||||||||Bank of America  |
22879||||||||PAYCHEX TPS           |
22897||||||||AMERICAN HERITAG      |
22975||||||||WF HOME MTG      |
22986||||||||ADP TX/FINCL SVC |
23000||||||||AMERICAN EXPRESS |
23005||||||||NORTHEAST PREMIU |
23009||||||||American Express |
23115||||||||Nationstar       |
23130||||||||PAYCHEX TPS      |
23132||||||||BLUE SHIELD OF C |
23159||||||||ard ending in 2553|
23161||||||||ODA              |
23189||||||||DISCOVER         |
23226|||||||| MMA ...5292 transaction#: 4|
23272||||||||American Express |
23293||||||||ard ending in 7224|
23357||||||||DISCOVER         |
23364||||||||DISCOVER         |
23451||||||||Bank of America  |
23471||||||||  CHK ...7838 transaction#: |
23484||||||||ard ending in 3359|
23498||||||||EAST-WEST BANK   |
23538||||||||American Express |
23558||||||||COMMERCIAL CARD  |
23594||||||||ADP TX/FINCL SVC |
23595||||||||ard ending in 4376|
23618||||||||ard ending in 7260|
23622||||||||ard ending in 9612|
23631||||||||BIWEEKLY MORTGAG |
23652||||||||ard ending in 2713|
23658||||||||PAYCHEX TPS      |
23674||||||||ard ending in 0833|
23706||||||||05711 Day Creek  |
23707||||||||FIRSTMARK        |
23710||||||||CITIMORTGAGE INC |
23731||||||||ard ending in 0115|
23739|||||||| MMA ...0838 transaction#: 4|
23768||||||||NYS TAX & FINANC |
23770||||||||DISCOVER         |
23782||||||||RBUS INC              |
23797||||||||CHASE            |
23841||||||||PAYCHEX TPS            |
23848||||||||CIT Bank         |
23886||||||||  MMA ...6007 transaction#: |
23903||||||||ard ending in 3942|
23927|||||||| 4971233985 To Dennis J Will|
23929||||||||BARCLAYCARD US   |
23949||||||||JPMORGAN CHASE   |
23958||||||||ard ending in 2506|
23962||||||||PFSPMTGAA 343188          CC|
23981||||||||WELLS FARGO DLR  |
24002||||||||ard ending in 0998|
24003||||||||ard ending in 3348|
24008||||||||Nationstar       |
24025||||||||CITI CARD ONLINE |
24056||||||||ard ending in 6020|
24088||||||||ard ending in 4961|
24094||||||||WELLS FARGO HOME |
24095||||||||COOK COUNTY TREA |
24096||||||||CAPITAL ONE      |
24104||||||||Bank of America  |
24135||||||||PAYCHEX-RCX      |
24136||||||||Bank of America  |
24154||||||||American Express |
24162||||||||ard ending in 3738|
24199||||||||WF HOME MTG      |
24200|||||||| MMA ...7792 transaction#: 4|
24240||||||||CHASE            |
24244||||||||OCWEN            |
24254||||||||JPMORGAN CHASE   |
24320||||||||American Express |
24355|||||||| 4971253697 To Millennium (_|
24370||||||||QUICKEN LOANS    |
24371||||||||ard ending in 8967|
24438||||||||MORTGAGE PYMT -  |
24468||||||||ard ending in 1106|
24472||||||||ard ending in 7610|
24479||||||||ard ending in 8375|
24496||||||||FIDELITY FIIS    |
24516||||||||ard ending in 6739|
24518||||||||PAYROLL SERVICE  |
24524||||||||CITI AUTOPAY     |
24548||||||||MORTGAGE PYMT -  |
24586||||||||CAPITAL ONE      |
24621||||||||ard ending in 9987|
24630||||||||ISLEWORTH COMMUN |
24657||||||||ard ending in 4756|
24661||||||||WF HOME MTG      |
24669|||||||| MMA ...6114 transaction#: 4|
24675||||||||ADP TX/FINCL SVC |
24676||||||||QUICKEN LOANS    |
24681||||||||BK OF AM CRD ACH |
24702||||||||CITI CARD ONLINE |
24794||||||||FRANCHISE TAX BO |
24884||||||||OCWEN            |
24888||||||||INTUIT PAYROLL S |
24908||||||||JPMORGAN CHASE   |
24966||||||||US BANK HOME MTG |
24988||||||||ard ending in 4050|
25040||||||||ard ending in 2371|
25098||||||||ard ending in 7179|
25104||||||||IRS              |
25138||||||||Ocwen Loan Servi |
25139||||||||ADP TX/FINCL SVC |
25147||||||||St Pauls Episc   |
25169||||||||JPMORGAN CHASE   |
25188||||||||ADP TX/FINCL SVC |
25220||||||||CAPITAL ONE      |
25251||||||||DISCOVER         |
25261||||||||  CHK ...8998 transaction#: |
25267||||||||DISCOVER         |
25285|||||||| 4970167223 To MORTGAGE (_##|
25291||||||||American Express |
25365||||||||CITIMORTGAGE INC |
25382||||||||JPMORGAN CHASE   |
25488||||||||American Express |
25560||||||||JPMORGAN CHASE   |
25567||||||||CITIMORTGAGE INC |
25584||||||||TD AMERITRADE    |
25634||||||||BURGER KING            |
25655|||||||| 4971867713 To 104 - Harvey |
25661||||||||Placentia Place  |
25696||||||||SATAXPYMT 227476566011350 CC|
25704|||||||| MMA ...4421 transaction#: 4|
25710||||||||CITI CARD ONLINE |
25723||||||||American Express |
25728|||||||| MMA ...4201 transaction#: 4|
25780||||||||JPMORGAN CHASE   |
25787||||||||NAVIENT          |
25810||||||||ard ending in 7645|
25834||||||||ard ending in 6085|
25875|||||||| MMA ...6330 transaction#: 4|
25884||||||||Turn Key Propert |
25905||||||||American Express |
25924||||||||WELLS FARGO CARD |
25937||||||||ard ending in 4645|
25955||||||||MERCHANT BNKCD        |
25959||||||||CITIMORTGAGE INC |
25961||||||||American Express |
25973||||||||NOVELPAY PROPRTYP|
25976|||||||| MMA ...2921 transaction#: 4|
26011||||||||US BANK HOME MTG |
26058||||||||VGI-500 IX ADM   |
26090||||||||JPMORGAN CHASE   |
26103||||||||PROVIDENT FUNDIN |
26111||||||||BK OF AMER VI/MC |
26119||||||||OCWEN            |
26121||||||||SOUTHERN CALIFOR |
26164||||||||ard ending in 4694|
26184|||||||| MMA ...0206 transaction#: 4|
26187||||||||WINTRUST MORTGAG |
26227||||||||GEICO INSURANCE       |
26234||||||||ard ending in 6975|
26247||||||||MET LIFE (VOLUNT       |
26253||||||||FNC INS BIW ADV  |
26276||||||||USAA.COM PAYMNT  |
26297||||||||ALENE CANDLES MI      |
26320||||||||TJX Rewards MC   |
26323||||||||ADP TX/FINCL SVC |
26327||||||||ard ending in 9956|
26420||||||||ard ending in 2524|
26440||||||||E*TRADE          |
26465||||||||CHASE            |
26499||||||||WFB COMM. LOAN   |
26638||||||||JPMORGAN CHASE   |
26640||||||||JPMORGAN CHASE   |
26707||||||||FID BKG SVC LLC  |
26727||||||||OPTUM BANK       |
26762||||||||JPMORGAN CHASE   |
26773||||||||WELLS FARGO CARD |
26824||||||||ard ending in 3316|
26862||||||||ard ending in 2881|
26890||||||||Nationstar       |
27004||||||||US CBP                |
27018||||||||BARCLAYCARD US   |
27025||||||||WF HOME MTG      |
27038||||||||NYS LOTTERY      |
27047||||||||American Express |
27050||||||||  MMA ...1466 transaction#: |
27087||||||||JPMORGAN CHASE   |
27091||||||||ard ending in 7128|
27094||||||||ard ending in 0572|
27101||||||||JPMORGAN CHASE   |
27144||||||||ard ending in 7428|
27166||||||||American Express |
27168||||||||GEICO INSURANCE       |
27178||||||||ard ending in 9382|
27201||||||||JPMORGAN CHASE   |
27209||||||||ard ending in 3472|
27211||||||||ard ending in 2244|
27213||||||||ard ending in 8636|
27225||||||||IRS              |
27235||||||||JPMORGAN CHASE   |
27390||||||||Fleet One        |
27457||||||||IRS                    |
27464||||||||AIR FORCE V      |
27469||||||||ard ending in 8121|
27492||||||||ard ending in 3634|
27529|||||||| MMA ...2377 transaction#: 4|
27542||||||||AMERICAN EXPRESS |
27549||||||||ard ending in 7668|
27556||||||||Nationstar       |
27559||||||||Nationstar       |
27560||||||||GROUPON INC           |
27573||||||||American Express |
27584||||||||Bank of America  |
27589||||||||CAPITAL ONE      |
27628||||||||  CHK ...5117 transaction#: |
27661||||||||ANSFER TO ACCOUNT00000159758|
27672||||||||FLAGSTAR BANK    |
27677||||||||ard ending in 2581|
27701||||||||Nationstar       |
27732||||||||WF HOME MTG      |
27738||||||||ard ending in 9788|
27752||||||||JPMORGAN CHASE   |
27781||||||||CAPITAL ONE      |
27819||||||||QUICKEN LOANS    |
27853||||||||ard ending in 3096|
27865||||||||BARCLAYCARD US   |
27885||||||||RIPON COLLEGE    |
27910||||||||CITY OF PHOENIX       |
27918|||||||| MMA ...9234 transaction#: 4|
27925||||||||CHASE            |
27943||||||||JANUS            |
27947||||||||ard ending in 4103|
27950||||||||JPMORGAN CHASE   |
27963||||||||JPMORGAN CHASE   |
27984||||||||JPMORGAN CHASE   |
27995||||||||NOVELPAY PROPRTYP|
28015||||||||CITIMORTGAGE INC |
28069||||||||ANSFER TO ACCOUNT00000025103|
28126||||||||ard ending in 9325|
28157||||||||QUICKEN LOANS    |
28159|||||||| 4970675956 To ALEXANDRA ASS|
28172||||||||CHASEHOMEFINANCE |
28177||||||||PAYMENTECH       |
28198||||||||JPMORGAN CHASE   |
28237||||||||ard ending in 1143|
28254||||||||JPMORGAN CHASE   |
28266||||||||WF HOME MTG      |
28270||||||||DISCOVER         |
28272||||||||ard ending in 2551|
28290||||||||WF HOME MTG      |
28294||||||||PAYCHEX INC.          |
28341||||||||FRANCHISE TAX BO |
28354|||||||| 4970698153 To 01-RA (_#####|
28404||||||||234218000 18121026        CC|
28413||||||||ard ending in 2083|
28444||||||||The Revere       |
28447||||||||SUNTRUST MTG     |
28465||||||||WF HOME MTG      |
28470||||||||CALIBER HOME LOA |
28489||||||||STATE OF SOUTH C      |
28508|||||||| 4971387179 To CPN (_#####71|
28532||||||||HomeStreet SDPY  |
28547||||||||KATAYAMA AMERICA      |
28586||||||||ard ending in 4104|
28622||||||||QUIL CEDA CREEK  |
28625||||||||DISCOVER         |
28636||||||||QPAY INC.        |
28657||||||||BK OF AMER VI/MC |
28689||||||||ard ending in 2976|
28693||||||||ADP PAYROLL FEES |
28715||||||||JPMORGAN CHASE   |
28739||||||||PAYCHEX INC.     |
28768||||||||BANKCARD         |
28791||||||||WF HOME MTG      |
28802||||||||American Express |
28836||||||||IRS              |
28861||||||||CON ED OF NY     |
28868||||||||ard ending in 2392|
28869||||||||CITI AUTOPAY     |
28890||||||||PNC MORTGAGE 2   |
28893||||||||IRS              |
28902||||||||FLIC INGN 6.3 EF |
29001||||||||IL DEPT OF REVEN |
29044||||||||DISCOVER         |
29048||||||||Selden Greens B  |
29050||||||||SELECT PORTFOLIO |
29135||||||||Nationstar       |
29136||||||||WF HOME MTG      |
29191||||||||BEST BUY         |
29199||||||||WEBFILE TAX PYMT |
29218||||||||WF HOME MTG      |
29233||||||||MoneyGram Paymen      |
29266||||||||WF HOME MTG      |
29273||||||||ard ending in 1757|
29278||||||||JPMORGAN CHASE   |
29331||||||||  CHK ...8503 transaction#: |
29341||||||||TD AMERITRADE IN |
29380||||||||CARRINGTON       |
29395||||||||BLOOMINGDALES    |
29417||||||||CONCENTRATION         |
29439||||||||PS UH ACH        |
29441||||||||ard ending in 3258|
29452||||||||LAS PHYS 27|
29468||||||||ard ending in 0127|
29475||||||||ard ending in 7134|
29495||||||||JPMORGAN CHASE   |
29501||||||||WF HOME MTG      |
29509||||||||CITI CARD ONLINE |
29513||||||||REX M  PLASTERS  |
29551||||||||MACYS WEB PYMT   |
29574||||||||WF HOME MTG      |
29608||||||||ANSONIA MUSE CON |
29643||||||||WELLS FARGO CCG  |
29654||||||||RCS              |
29659||||||||ard ending in 4944|
29672||||||||ard ending in 6520|
29674||||||||STATE FARM RO 08 |
29768||||||||FLAGSTAR BANK    |
29774||||||||American Express |
29775||||||||JPMORGAN CHASE   |
29785||||||||American Express |
29809||||||||US BANK HOME MTG |
29846||||||||ANSFER TO ACCOUNT00000075368|
29852|||||||| MMA ...2701 transaction#: 4|
29853|||||||| MMA ...6586 transaction#: 4|
29874||||||||CITIMORTGAGE INC |
29882||||||||American Express |
29961||||||||  CHK ...0849 transaction#: |
30012|||||||| MMA ...3863 transaction#: 4|
30016||||||||NEW YORK COMMUNI |
30055||||||||RESOURCE MGMT    |
30070||||||||CAPITAL ONE      |
30099||||||||IRS                   |
30120||||||||AMERICAN EXPRESS |
30123||||||||JPMORGAN CHASE   |
30146||||||||TD BANK          |
30207||||||||ard ending in 2176|
30211||||||||ard ending in 2292|
30236||||||||BROKER SOLUTIONS |
30240||||||||QPAY INC.        |
30291||||||||CHASE            |
30300||||||||COUNTY OF ORANGE |
30316||||||||BK OF AM CRD ACH |
30333||||||||CHASE            |
30339||||||||LEGACY SIGNATURE |
30348||||||||CA4  318 Homes   |
30351||||||||Vanoni Ranch Apa |
30359||||||||ard ending in 2740|
30394||||||||Nationstar       |
30419||||||||ard ending in 1273|
30426||||||||JPMORGAN CHASE   |
30427||||||||PILOT 5449       |
30428||||||||CAPITAL ONE      |
30466||||||||CAPITAL ONE      |
30499||||||||VENMO            |
30514||||||||EMPLOYMENT DEVEL |
30515||||||||JPMORGAN CHASE   |
30525||||||||MORTGAGE SERV CT |
30573||||||||WF HOME MTG      |
30606||||||||CITI CARD ONLINE |
30636||||||||CSUN ACH PMT     |
30639||||||||JPMORGAN CHASE   |
30664||||||||American Express |
30670||||||||Nationstar       |
30745||||||||ard ending in 7672|
30762|||||||| MMA ...1444 transaction#: 4|
30777||||||||KIM,MIKE K       |
30814||||||||ard ending in 8074|
30867||||||||ard ending in 3028|
30880||||||||BANK OF AMERICA  |
30908||||||||ard ending in 1996|
30931||||||||CHICAGO DIVERSIF |
30940||||||||JPMORGAN CHASE   |
30944||||||||MORTGAGE PAYMENT |
30971||||||||FIA ONLINE PYMT  |
30976||||||||CABELAS VISA     |
30982||||||||FEDLOANSERVICING |
30999||||||||JPMORGAN CHASE   |
31019||||||||Primrose School  |
31032||||||||KAISER PERMANENT |
31083||||||||JPMORGAN CHASE   |
31113||||||||ard ending in 9830|
31126||||||||MORTGAGE PYMT -  |
31133||||||||  CHK ...0117 transaction#: |
31154||||||||NYS LOTTERY      |
31180||||||||CHASE            |
31187||||||||SELECT PORTFOLIO |
31193||||||||ard ending in 4921|
31229||||||||ard ending in 4984|
31263||||||||CAPITAL ONE      |
31334||||||||GEICO INSURANCE        |
31342||||||||IL DEPT OF REVEN |
31345||||||||CITIMORTGAGE INC |
31366||||||||CARRINGTON       |
31405||||||||ard ending in 6391|
31414||||||||VERANDAH PROPERT |
31458||||||||CARDMEMBER SERV  |
31473||||||||JPMORGAN CHASE   |
31490||||||||SYY-SOUTH FL          |
31505||||||||DISCOVER         |
31546||||||||ENDOR PAY 120890728999000 CT|
31560||||||||DISCOVER         |
31562||||||||American Express |
31574|||||||| MMA ...5703 transaction#: 4|
31581||||||||The Ursuline     |
31615||||||||PTY TAX PMTS     |
31624||||||||American Express |
31625||||||||Albertus Magnus  |
31635||||||||HOME DEPOT       |
31687||||||||CAPITAL ONE      |
31714||||||||PAYCHEX TPS      |
31744||||||||ard ending in 0146|
31831||||||||CITIMORTGAGE INC |
31839||||||||JPMORGAN CHASE   |
31860||||||||Post Apartments- |
31864||||||||ard ending in 9500|
31885||||||||HC Prop Tax      |
31890||||||||STATE FARM RO 08 |
31899||||||||ard ending in 5511|
31917||||||||AAA INSURANCE-TL |
31931||||||||CHASE            |
31944||||||||TDY INDUSTRIES L      |
31951||||||||WF HOME MTG      |
31985||||||||ard ending in 5291|
31990||||||||FEDEX GROUND PA  |
31991||||||||ard ending in 2601|
32054||||||||  MMA ...0287 transaction#: |
32061||||||||PAYMENTECH            |
32062||||||||ard ending in 7853|
32064||||||||ard ending in 3535|
32092||||||||WF HOME MTG      |
32136||||||||ard ending in 8106|
32181||||||||American Express |
32197||||||||JPMORGAN CHASE   |
32199||||||||ard ending in 7286|
32234||||||||GEICO INSURANCE       |
32252||||||||TOYOTA           |
32260||||||||Sutton House Inc |
32272||||||||CAPITAL ONE      |
32298||||||||JPMORGAN CHASE   |
32308||||||||WA ST DEPT REV   |
32332||||||||Dept. of Revenue |
32350||||||||American Express |
32375||||||||NYS LOTTERY      |
32380||||||||CTS HOLDINGS,LLC      |
32404||||||||WF HOME MTG      |
32432||||||||Essex Property T |
32487||||||||PURDUE UNIV      |
32535||||||||PENNYMAC         |
32556||||||||AMERICAN EXPRESS |
32579||||||||STEARNS LENDING  |
32633||||||||Payroll          |
32655||||||||JPMORGAN CHASE   |
32682||||||||SORAIZ KATHYRN   |
32686||||||||JPMORGAN CHASE   |
32698||||||||CITI AUTOPAY     |
32710||||||||ard ending in 5286|
32722||||||||PAYCHEX INC.     |
32745||||||||CHASEHOMEFINANCE |
32748||||||||  CHK ...2664 transaction#: |
32762||||||||FIA CARD SERVICE |
32789||||||||ard ending in 6821|
32795||||||||WF HOME MTG      |
32798||||||||JPMORGAN CHASE   |
32813||||||||CAPITAL ONE      |
32814||||||||CITI AUTOPAY     |
32837||||||||US BANK HOME MTG |
32847||||||||ADP TX/FINCL SVC |
32857||||||||NAVIENT          |
32875||||||||ard ending in 6475|
32893||||||||ard ending in 0129|
32964||||||||American Express |
32967||||||||WINDSOR OXFORD C |
32978||||||||WF HOME MTG      |
33026||||||||NewYork 529 ACH  |
33033||||||||ard ending in 8833|
33063||||||||Wicklow Manage   |
33090||||||||Bank of America  |
33112||||||||ard ending in 4390|
33114|||||||| 4971724879 To Alex Castro (|
33126||||||||WELLS FARGO CARD |
33133||||||||Delta Dental IL  |
33148||||||||US CBP                |
33170||||||||ard ending in 7710|
33171||||||||American Express |
33179||||||||Fleet One        |
33252||||||||DISCOVER         |
33325||||||||American Express |
33350|||||||| 4970545760 To Well Luck Co.|
33390|||||||| MMA ...2646 transaction#: 4|
33403||||||||ard ending in 4665|
33408||||||||American Express |
33440||||||||JPMORGAN CHASE   |
33473||||||||WF HOME MTG      |
33477||||||||INVERNESS        |
33495||||||||CASHNET SMARTPAY |
33496|||||||| MMA ...3829 transaction#: 4|
33620||||||||ard ending in 0061|
33632||||||||Nelnet Loan Srv  |
33647||||||||Esplanade at Riv |
33681||||||||IRS              |
33734||||||||CAPITAL ONE      |
33791||||||||ard ending in 1661|
33830||||||||CAPITAL ONE      |
33841||||||||ard ending in 4970|
33874||||||||WF HOME MTG      |
33880||||||||ard ending in 1793|
