Merchant Name,Brand,Merchant Address,Merchant City,Merchant State,Detail Level,Fuel Type1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0048058,CHEVRON USA,416 E TENNESSEE ST,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0048061    Q61,CHEVRON USA,380 W. THARPE ST.,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0048063,CHEVRON USA,2751 N MONROE ST,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0053419,CHEVRON USA,1662 CAPITAL CIR NW,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0201900,CHEVRON USA,2700 CENTERVILLE RD,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0206377,CHEVRON USA,2008 W PENSACOLA ST,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0206694,CHEVRON USA,16766 BLOUNTSTOWN HWY,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0206697,CHEVRON USA,3417 FRED GEORGE RD,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0206791,CHEVRON USA,6653 THOMASVILLE RD,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0207077,CHEVRON USA,5648 BLOUNTSTOWN HWY,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0208243,CHEVRON USA,2720 BLAIR STONE ROAD,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0301317,CHEVRON USA,2784 WEST THARPE ST,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0301920,CHEVRON USA,4550 CAPITAL CIRCLE,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0305528    Q61,CHEVRON USA,9512 APALACHEE PKWY,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0307536,CHEVRON USA,3497 NORTH MONROE,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0307543    Q61,CHEVRON USA,415 EAST ORANGE,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0309371,CHEVRON USA,3433 CRAWFORDVILLE RD.,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0303795,CHEVRON USA,400 CAPITAL CIRCLE SW,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0303797,CHEVRON USA,4015 FRED GEORGE RD,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0303798,CHEVRON USA,5899 WEST TENNESEE ST,TALLAHASSEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0048083,CHEVRON USA,2735 W MLK JR BLVD,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0205019,CHEVRON USA,4650 W KENNEDY BLVD,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0205050,CHEVRON USA,9301 N NEBRASKA AVE,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0205335,CHEVRON USA,7401 E BROADWAY AVE,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0206839,CHEVRON USA,301 E BEARSS AVE,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0208044,CHEVRON USA,4205 WEST KENNEDY BLVD,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0209259,CHEVRON USA,14611 BRUCE B DOWNS BLVD,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0209331,CHEVRON USA,7702 E HILLSBOROUGH AVE,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0210697,CHEVRON USA,7710 MADISION AVE,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0212075,CHEVRON USA,916 US HWY 301 SOUTH,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0301793,CHEVRON USA,6601 HANLEY ROAD,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0301795,CHEVRON USA,4101 WEST GANDY BLVD.,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0302757,CHEVRON USA,8311 SHELDON RD.,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0307108,CHEVRON USA,4550 WEST VILLAGE DR,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0308257,CHEVRON USA,2901 NORTH 50TH STREET,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0308259    Q61,CHEVRON USA,6812 N. 56TH STREET,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0355316,CHEVRON USA,502 EAST MLK BLVD.,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0356027,CHEVRON USA,6825 N HABANA AVE,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0356257    Q61,CHEVRON USA,901 W BUSCH BLVD,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0358146,CHEVRON USA,2901 N HOWARD AVE,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302727,CHEVRON USA,2135 GREEN ST,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0308878,CHEVRON USA,7710 CAUSEWAY BLVD,TAMPA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0042240,CHEVRON USA,91860 OVERSEAS HWY,TAVERNIER,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0306884,CHEVRON USA,250 S US HWY 1,TEQUESTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0047056,CHEVRON USA,4560 S WASHINGTON AVE,TITUSVILLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0301168,CHEVRON USA,3580 GARDEN STREET,TITUSVILLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0306753    Q61,CHEVRON USA,1829 KNOX MCRAE RD,TITUSVILLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0304581,CHEVRON USA,414 WEST WADE STREET,TRENTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0048156,CHEVRON USA,1615 US HWY 1,VERO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0206589,CHEVRON USA,3365 AVIATION BLVD,VERO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0210129,CHEVRON USA,2416 45TH ST,VERO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0210130,CHEVRON USA,9497 108TH AVE,VERO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0210131,CHEVRON USA,2602 US HWY 1,VERO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0210829,CHEVRON USA,420 US HWY 1,VERO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0307431,CHEVRON USA,20 43RD AVENUE SW,VERO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0308833,CHEVRON USA,8201 20TH STREET,VERO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0048193,CHEVRON USA,1921 OKEECHOBEE BLVD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0051342,CHEVRON USA,11858 FOREST HILL BLVD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0202640,CHEVRON USA,6970 OKEECHOBEE BLVD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0202641,CHEVRON USA,1350 GREENVIEW SHORES BL,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0208663,CHEVRON USA,10175 OKEECHOBEE BLVD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0305719,CHEVRON USA,1730 S. MILITARY TRAIL,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0306306,CHEVRON USA,6400 S. DIXIE HWY.,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0306943,CHEVRON USA,8000 BELVEDERE ROAD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0309345,CHEVRON USA,3030 N MILITARY TRAIL,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0352366,CHEVRON USA,1755 N CONGRESS AVENUE,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0354100,CHEVRON USA,4049 N HAVERHILL ROAD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0356469,CHEVRON USA,2521 FOREST HILL BLVD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0358921,CHEVRON USA,2615 S. DIXIE HIGHWAY,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302965,CHEVRON USA,1153 N MILITARY,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0303197,CHEVRON USA,701 BELVEDERE RD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0303208,CHEVRON USA,2274 OKEECHOBEE BLVD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0305309,CHEVRON USA,2175 PALM BEACH LKS BLVD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0210325,CHEVRON USA,17990 W SR 84,WESTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0301316,CHEVRON USA,111 SOUTH HIGHWAY 71,WEWAHITCHKA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0304304,CHEVRON USA,6596 E HWY 44,WILDWOOD,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0205945,CHEVRON USA,415 E NOBLE AVE,WILLISTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0207984    Q61,CHEVRON USA,553 N MAIN STREET,WILLISTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0209721    Q61,CHEVRON USA,1199 SW 7TH ST.,WILLISTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0302972,CHEVRON USA,2425 WILTON DR,WILTON MANORS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0301804,CHEVRON USA,12890 W. COLONIAL DR.,WINTER GARDEN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0306572,CHEVRON USA,14580 WEST COLONIAL DR.,WINTER GARDEN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0206209,CHEVRON USA,2049 HAVENDALE BLVD NW,WINTER HAVEN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0210847,CHEVRON USA,1200 3RD ST SW,WINTER HAVEN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0307944,CHEVRON USA,3235 DUNDEE RD.,WINTER HAVEN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0309277    Q61,CHEVRON USA,2885 HAVENDALE BOULEVARD,WINTER HAVEN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0309278,CHEVRON USA,2100 1ST STREET,WINTER HAVEN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0355318,CHEVRON USA,5900 LUCERNE PARK BLVD.,WINTER HAVEN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0042155,CHEVRON USA,2626 LEE RD,WINTER PARK,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0053016,CHEVRON USA,8231 WOODVILLE HWY,WOODVILLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0305729,CHEVRON USA,12039 HIGHWAY 231,YOUNGSTOWN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0203410,CHEVRON USA,850378 US HIGHWAY 17,YULEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXACO 0308937     Q61,CHEVRON USA,463152 SR 200,YULEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEVRON 0209386    Q61,CHEVRON USA,2691 ORANGE BLOSSOM TR.,ZELLWOOD,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07104,CIRCLE K STORES,803 N PARK AVE,APOPKA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07104,CIRCLE K STORES,803 N PARK AVE,APOPKA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07082,CIRCLE K STORES,516 S BREVARD AVE,ARCADIA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07082,CIRCLE K STORES,516 S BREVARD AVE,ARCADIA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07082,CIRCLE K STORES,516 S BREVARD AVE,ARCADIA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07105,CIRCLE K STORES,4347 SW HWY 17,ARCADIA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07105,CIRCLE K STORES,4347 SW HWY 17,ARCADIA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07105,CIRCLE K STORES,4347 SW HWY 17,ARCADIA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07105,CIRCLE K STORES,4347 SW HWY 17,ARCADIA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 00075,CIRCLE K STORES,904 30TH AVE E,BRADENTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 00075,CIRCLE K STORES,904 30TH AVE E,BRADENTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07157,CIRCLE K STORES,9326 W SR 476,BUSHNELL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07157,CIRCLE K STORES,9326 W SR 476,BUSHNELL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07157,CIRCLE K STORES,9326 W SR 476,BUSHNELL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07157,CIRCLE K STORES,9326 W SR 476,BUSHNELL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 04971,CIRCLE K STORES,7700 N ATLANTIC AVE,CAPE CANAVERA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 04971,CIRCLE K STORES,7700 N ATLANTIC AVE,CAPE CANAVERA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 04975,CIRCLE K STORES,8797 N ATLANTIC AVE,CAPE CANAVERA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 04975,CIRCLE K STORES,8797 N ATLANTIC AVE,CAPE CANAVERA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 04975,CIRCLE K STORES,8797 N ATLANTIC AVE,CAPE CANAVERA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 04975,CIRCLE K STORES,8797 N ATLANTIC AVE,CAPE CANAVERA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 04070,CIRCLE K STORES,2173 N HERCULES AVE,CLEARWATER,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 04070,CIRCLE K STORES,2173 N HERCULES AVE,CLEARWATER,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 04070,CIRCLE K STORES,2173 N HERCULES AVE,CLEARWATER,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 04070,CIRCLE K STORES,2173 N HERCULES AVE,CLEARWATER,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07423,CIRCLE K STORES,4665 N US HWY 1,COCOA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07423,CIRCLE K STORES,4665 N US HWY 1,COCOA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07423,CIRCLE K STORES,4665 N US HWY 1,COCOA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07423,CIRCLE K STORES,4665 N US HWY 1,COCOA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIRCLE K 07423,CIRCLE K STORES,4665 N US HWY 1,COCOA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
