Accuracy,Class,True Positive,False Positive,False Negative,True Negative,Precision,Recall,Specificity,F Measure
,Kwik Fill,174,1,0,876825,0.9942857142857143,1.0,0.99999885952287,0.9971346704871061
,Kwik Kar,413,67,0,876520,0.8604166666666667,1.0,0.9999235671986922,0.9249720044792834
,Kwik Shop,519,27,0,876454,0.9505494505494505,1.0,0.9999691949968111,0.9746478873239436
,Kwik Trip,1029,5,0,875966,0.995164410058027,1.0,0.999994292048481,0.9975763451284537
,L.L.Bean,343,0,0,876657,1.0,1.0,1.0,1.0
,LA Fitness,1070,4,0,875926,0.9962756052141527,1.0,0.9999954334250454,0.9981343283582089
,LabCorp,189,4,0,876807,0.9792746113989638,1.0,0.9999954380134374,0.9895287958115184
,Lane Bryant,936,5,0,876059,0.9946865037194474,1.0,0.999994292654418,0.9973361747469366
,Lanier Parking,415,2,0,876583,0.9952038369304557,1.0,0.9999977184186359,0.9975961538461539
,Le Pain Quotidien,984,2,0,876014,0.9979716024340771,1.0,0.9999977169366769,0.9989847715736041
,Legoland,364,8,0,876628,0.978494623655914,1.0,0.9999908742054855,0.9891304347826088
,Lending Club,1019,0,0,875981,1.0,1.0,1.0,1.0
,LifeLock,583,4,0,876413,0.9931856899488927,1.0,0.9999954359625612,0.9965811965811966
,Lifetouch,1081,1,0,875918,0.9990757855822551,1.0,0.9999988583419243,0.9995376791493296
,Lincoln Benefit Life,965,1,0,876034,0.9989648033126294,1.0,0.9999988584930968,0.9994821336095288
,Linens N Things,579,3,1,876417,0.9948453608247423,0.9982758620689656,0.999996576983638,0.9965576592082617
,LinkedIn,197,1,0,876802,0.9949494949494949,1.0,0.9999988594929534,0.9974683544303797
,Little Caesars,1047,0,0,875953,1.0,1.0,1.0,1.0
,LivingSocial Inc.,1011,1,0,875988,0.9990118577075099,1.0,0.9999988584331538,0.9995056846267919
,Loaf 'N Jug,1037,0,0,875963,1.0,1.0,1.0,1.0
,Lockheed Martin,1035,1,0,875964,0.999034749034749,1.0,0.9999988584018767,0.9995171414775471
,Long John Silver's,964,17,0,876019,0.9826707441386341,1.0,0.9999805944047961,0.9912596401028279
,LongHorn Steakhouse,1042,2,0,875956,0.9980842911877394,1.0,0.999997716785508,0.9990412272291467
,Lord & Taylor,1025,1,0,875974,0.9990253411306043,1.0,0.9999988584149091,0.999512432959532
,Love's,1153,55,0,875792,0.9544701986754967,1.0,0.9999372036440155,0.9767047861075815
,Lowe's,1210,37,1,875752,0.9703287890938251,0.9991742361684558,0.9999577523809959,0.984540276647681
,Luby's Cafe,1004,0,0,875996,1.0,1.0,1.0,1.0
,Lukoil,992,1,0,876007,0.998992950654582,1.0,0.9999988584579136,0.9994962216624685
,Lululemon,282,4,0,876714,0.986013986013986,1.0,0.9999954375295135,0.9929577464788732
,Lyft,1122,0,1,875877,1.0,0.9991095280498664,1.0,0.9995545657015591
,Macy's,1348,30,0,875622,0.9782293178519593,1.0,0.9999657398144468,0.9889948642699927
,Maggiano's Little Italy,5816,3,0,871181,0.9994844474995703,1.0,0.999996556410586,0.9997421572840567
,MAPCO,1085,11,0,875904,0.989963503649635,1.0,0.9999874417038183,0.994956441999083
,Mariano's,1020,7,0,875973,0.9931840311587147,1.0,0.999992008949976,0.996580361504641
,Marine Corps Community Services,826,9,0,876165,0.9892215568862276,1.0,0.9999897280677126,0.9945815773630344
,Market Basket,986,2,0,876012,0.9979757085020243,1.0,0.9999977169314646,0.9989868287740628
,Marriott Hotels,959,33,2,876006,0.9667338709677419,0.9979188345473465,0.9999623304441926,0.9820788530465949
,Marshalls,939,5,0,876056,0.9947033898305084,1.0,0.9999942926348736,0.997344662772172
,Massage Envy,1015,2,0,875983,0.9980334316617503,1.0,0.9999977168558822,0.9990157480314961
,MassMutual,975,3,0,876022,0.9969325153374233,1.0,0.9999965754401986,0.9984639016897081
,Match.com,430,1,0,876569,0.9976798143851509,1.0,0.9999988591897966,0.9988385598141696
,Maverik,1036,2,0,875962,0.9980732177263969,1.0,0.9999977168011471,0.9990356798457087
,McDonald's,2111,15,1,874873,0.9929444967074318,0.9995265151515151,0.9999828549482905,0.9962246342614441
,Meijer,1099,3,0,875898,0.9972776769509982,1.0,0.9999965749553887,0.9986369831894593
,Melaleuca,421,5,0,876574,0.9882629107981221,1.0,0.9999942960075475,0.9940968122786306
,Mellow Mushroom,1016,3,0,875981,0.9970559371933267,1.0,0.9999965752799138,0.9985257985257985
,Menards,1051,1,0,875948,0.9990494296577946,1.0,0.9999988583810244,0.9995244888254874
,Men's Wearhouse,285,0,0,876715,1.0,1.0,1.0,1.0
,Met Foods,1062,3,0,875935,0.9971830985915493,1.0,0.9999965751000641,0.998589562764457
,MetLife,1157,7,1,875835,0.9939862542955327,0.9991364421416234,0.9999920076908849,0.9965546942291129
,MetroPCS,1019,5,0,875976,0.9951171875,1.0,0.9999942921136418,0.9975526186979932
,Metropolitan Transportation Authority,1216,11,0,875773,0.9910350448247759,1.0,0.9999874398253451,0.9954973393368808
,Michaels,1052,17,0,875931,0.9840972871842844,1.0,0.9999805924552599,0.991984912776992
,Microsoft,395,10,0,876595,0.9753086419753086,1.0,0.9999885923534545,0.9875
,Mimi's Cafe,402,2,0,876596,0.995049504950495,1.0,0.999997718452472,0.9975186104218362
,Modell's,971,2,0,876027,0.9979445015416238,1.0,0.999997716970557,0.9989711934156379
,Moe's Southwest Grill,972,8,0,876020,0.9918367346938776,1.0,0.9999908678718031,0.9959016393442623
,Monitronics,998,0,0,876002,1.0,1.0,1.0,1.0
,Morton Williams,985,0,0,876015,1.0,1.0,1.0,1.0
,Motherhood,266,75,0,876659,0.7800586510263929,1.0,0.9999144552395596,0.8764415156507414
,MTA LIRR,1011,0,0,875989,1.0,1.0,1.0,1.0
,Murphy Oil,836,151,0,876013,0.8470111448834853,1.0,0.9998276578357477,0.9171695008228195
,MyFICO,393,3,0,876604,0.9924242424242424,1.0,0.9999965777138444,0.9961977186311787
,NAPA Auto Parts,4462,30,3,872505,0.9933214603739983,0.9993281075027995,0.9999656174250889,0.9963157307134085
,Navy Exchange,1318,6,0,875676,0.9954682779456193,1.0,0.9999931481976334,0.9977289931869796
,Netflix,1574,17,1,875408,0.9893148962916405,0.9993650793650793,0.9999805808607248,0.9943145925457992
,Nevada Power Company,973,0,0,876027,1.0,1.0,1.0,1.0
,New Jersey Transit,1262,14,0,875724,0.9890282131661442,1.0,0.9999840134834848,0.9944838455476754
,New Seasons Market,146,4,0,876850,0.9733333333333334,1.0,0.9999954382371523,0.9864864864864865
,New York City Department of Transportation,1023,0,0,875977,1.0,1.0,1.0,1.0
,New York Life Insurance Company,1050,5,0,875945,0.995260663507109,1.0,0.9999942919116388,0.997624703087886
,Newegg,405,4,0,876591,0.9902200488997555,1.0,0.9999954368893275,0.995085995085995
,Newk's Eatery,431,4,0,876565,0.9908045977011494,1.0,0.9999954367539806,0.9953810623556583
,Nicor Gas,952,2,0,876046,0.9979035639412998,1.0,0.999997717020072,0.998950682056663
,Nike,974,13,0,876013,0.9868287740628167,1.0,0.9999851602578006,0.9933707292197859
,Nine West,145,8,0,876847,0.9477124183006536,1.0,0.9999908764847095,0.9731543624161073
,Nissan,1050,7,0,875943,0.9933774834437086,1.0,0.9999920086762943,0.9966777408637874
,Noah's Bagels,164,0,0,876836,1.0,1.0,1.0,1.0
,Noodles & Company,527,23,0,876450,0.9581818181818181,1.0,0.99997375846147,0.978644382544104
,Nordstrom,1058,0,0,875942,1.0,1.0,1.0,1.0
,North Texas Tollway Authority,1215,1,0,875784,0.9991776315789473,1.0,0.9999988581672442,0.9995886466474702
,Northwestern Mutual,1055,3,0,875942,0.997164461247637,1.0,0.9999965751274338,0.9985802176999526
,Norton,439,1,0,876560,0.9977272727272727,1.0,0.9999988591780834,0.9988623435722412
,NSTAR,782,1,0,876217,0.9987228607918263,1.0,0.9999988587315028,0.9993610223642173
,Nugget Market,249,3,0,876748,0.9880952380952381,1.0,0.9999965782759301,0.9940119760479043
,NYC Taxi,1527,5,0,875468,0.9967362924281984,1.0,0.9999942888015964,0.998365478914678
,O'Charley's,977,10,0,876013,0.9898682877406282,1.0,0.9999885847746006,0.994908350305499
,Office Depot,1063,9,0,875928,0.9916044776119403,1.0,0.9999897252884625,0.9957845433255269
,OfficeMax,1009,7,0,875984,0.9931102362204725,1.0,0.9999920090503213,0.9965432098765432
,Old Navy,1068,1,0,875931,0.9990645463049579,1.0,0.999998858358868,0.9995320542817033
,Olive Garden,864,4,0,876132,0.9953917050691244,1.0,0.9999954344987536,0.997690531177829
,Ollie's Bargain Outlet,618,0,0,876382,1.0,1.0,1.0,1.0
,On the Border,980,0,0,876020,1.0,1.0,1.0,1.0
,Oncue Express,700,4,0,876296,0.9943181818181818,1.0,0.9999954353531896,0.9971509971509972
,OnStar,1046,7,0,875947,0.99335232668566,1.0,0.9999920087127863,0.9966650786088613
,Orchard Supply Hardware,953,6,0,876041,0.9937434827945777,1.0,0.9999931510523978,0.9968619246861925
,O'Reilly Auto Parts,1031,1,0,875968,0.999031007751938,1.0,0.9999988584070898,0.9995152690256908
,Outback Steakhouse,1021,0,0,875979,1.0,1.0,1.0,1.0
,Overstock.com,381,5,0,876614,0.9870466321243523,1.0,0.9999942962678199,0.9934810951760104
,P. F. Chang's,1458,15,0,875527,0.9898167006109979,1.0,0.9999828677550592,0.9948822927328557
,PacSun,337,18,0,876645,0.9492957746478873,1.0,0.9999794675947313,0.9739884393063583
,Palm Beach Tan,306,9,0,876685,0.9714285714285714,1.0,0.9999897341603798,0.9855072463768115
,Panda Express,1027,1,0,875972,0.9990272373540856,1.0,0.9999988584123026,0.9995133819951338
,Panera Bread,1083,0,0,875917,1.0,1.0,1.0,1.0
,Papa John's Pizza,1149,3,0,875848,0.9973958333333334,1.0,0.9999965747598621,0.998696219035202
,Papa Murphy's,434,155,0,876411,0.7368421052631579,1.0,0.9998231736115706,0.8484848484848484
,Paper Source,190,1,0,876809,0.9947643979057592,1.0,0.9999988595020586,0.9973753280839895
,Pappadeaux Seafood Kitchen,484,1,0,876515,0.9979381443298969,1.0,0.999998859119514,0.9989680082559339
,Paradise Bakery & Cafe,421,11,0,876568,0.9745370370370371,1.0,0.9999874512166046,0.9871043376318874
,Party City,963,1,0,876036,0.9989626556016598,1.0,0.9999988584957028,0.9994810586403736
,Pathmark,971,0,0,876029,1.0,1.0,1.0,1.0
,Pavilions,938,2,0,876060,0.997872340425532,1.0,0.9999977170565554,0.9989350372736955
,Payless ShoeSource,1101,4,0,875895,0.9963800904977376,1.0,0.9999954332634242,0.9981867633726201
,Paypal,4108,1009,13,871870,0.80281414891538,0.9968454258675079,0.9988440551324983,0.8893699935050876
,PECO,930,1,0,876069,0.9989258861439313,1.0,0.9999988585387013,0.999462654486835
,Peet's Coffee & Tea,1053,3,1,875943,0.9971590909090909,0.9990512333965844,0.9999965751313438,0.9981042654028437
,Pei Wei,1021,1,0,875978,0.9990215264187867,1.0,0.9999988584201219,0.9995105237395986
,Penn Station East Coast Subs,1033,3,0,875964,0.997104247104247,1.0,0.9999965752134499,0.9985500241662638
,Peoples Gas,1074,9,0,875917,0.9916897506925207,1.0,0.9999897251594313,0.9958275382475661
,Pep Boys,986,1,0,876013,0.9989868287740629,1.0,0.9999988584657323,0.9994931576279777
,Pepco,1021,8,1,875970,0.9922254616132167,0.9990215264187867,0.9999908673505499,0.9956118966357874
,Petco's,1069,1,0,875930,0.9990654205607477,1.0,0.9999988583575647,0.9995324918186068
,PetMed Express,904,0,1,876095,1.0,0.9988950276243094,1.0,0.9994472084024323
,Petsmart,1092,3,0,875905,0.9972602739726028,1.0,0.9999965749827607,0.9986282578875172
,PG&E,1088,3,0,875909,0.997250229147571,1.0,0.9999965749984017,0.9986232216613126
,Philadelphia Parking Authority,972,1,0,876027,0.998972250770812,1.0,0.9999988584839754,0.9994858611825194
,Pick 'n Save,1033,2,0,875965,0.9980676328502416,1.0,0.9999977168089665,0.9990328820116054
,Pier 1 Imports,985,14,0,876001,0.985985985985986,1.0,0.9999840185384954,0.9929435483870968
,Piggly Wiggly,1089,5,1,875905,0.9954296160877514,0.9990825688073395,0.9999942916509688,0.9972527472527473
,Pilot Flying J,1017,1,0,875982,0.9990176817288802,1.0,0.9999988584253348,0.9995085995085995
,Pinkberry,1010,2,0,875988,0.9980237154150198,1.0,0.999997716868914,0.9990108803165183
,Pita Pit,1027,2,0,875971,0.9980563654033042,1.0,0.9999977168246054,0.9990272373540857
,Pizza Hut,1113,22,2,875863,0.9806167400881057,0.9982062780269059,0.9999748825473663,0.9893333333333334
,Planet Fitness,976,1,0,876023,0.9989764585465711,1.0,0.9999988584787631,0.9994879672299026
,Playstation Network,1023,2,0,875975,0.9980487804878049,1.0,0.999997716835031,0.9990234375
,Pollo Tropical,1024,0,0,875976,1.0,1.0,1.0,1.0
,Popeyes Louisiana Kitchen,1030,2,1,875967,0.998062015503876,0.9990300678952473,0.9999977168141795,0.9985458070770722
,Portillo's,1025,0,0,875975,1.0,1.0,1.0,1.0
,Potbelly,979,2,1,876018,0.9979612640163099,0.9989795918367347,0.9999977169471017,0.998470168281489
,Pottery Barn,985,0,1,876014,1.0,0.9989858012170385,1.0,0.9994926433282597
,Pret a Manger,1052,3,0,875945,0.9971563981042654,1.0,0.9999965751391635,0.9985761746559088
,Price Chopper,1034,1,0,875965,0.9990338164251208,1.0,0.99999885840318,0.999516674722088
,Priceline.com,390,1,0,876609,0.9974424552429667,1.0,0.9999988592418522,0.998719590268886
,Primerica,1193,35,0,875772,0.9714983713355049,1.0,0.9999600368574355,0.9855431639818256
,Proactiv,981,4,0,876015,0.9959390862944163,1.0,0.999995433888991,0.9979654120040692
,ProFlowers,550,3,0,876447,0.9945750452079566,1.0,0.9999965771008044,0.9972801450589301
,Progressive Insurance,948,15,0,876037,0.9844236760124611,1.0,0.9999828777287193,0.9921507064364207
,Prudential Financial,1000,2,0,875998,0.998003992015968,1.0,0.9999977168949772,0.9990009990009989
,Public Service Enterprise Group,911,14,0,876075,0.9848648648648649,1.0,0.9999840198883904,0.9923747276688453
,Publix Super Markets,1666,15,0,875319,0.991076740035693,1.0,0.9999828636840338,0.995518374663878
,Puget Sound Energy,959,2,0,876039,0.9979188345473465,1.0,0.9999977170018298,0.9989583333333333
,Qdoba Mexican Grill,978,2,0,876020,0.9979591836734694,1.0,0.999997716952314,0.9989785495403473
,QFC,963,3,0,876034,0.9968944099378882,1.0,0.9999965754871084,0.9984447900466563
,Quest Diagnostics,1020,2,0,875978,0.9980430528375733,1.0,0.9999977168428503,0.999020568070519
,Quick Chek,983,11,0,876006,0.9889336016096579,1.0,0.9999874431660573,0.9944360141628731
,QuikTrip,2836,12,2,874150,0.9957865168539326,0.9992952783650458,0.9999862725673273,0.9975378121702427
,Quiznos,1095,3,0,875902,0.9972677595628415,1.0,0.99999657497103,0.9986320109439125
,QVC,1105,1,0,875894,0.9990958408679927,1.0,0.9999988583106423,0.9995477159656264
,Qwest,381,4,0,876615,0.9896103896103896,1.0,0.9999954370142559,0.9947780678851175
,RaceTrac,1129,10,0,875861,0.9912203687445127,1.0,0.9999885827935849,0.9955908289241623
,Rack Room Shoes,565,9,0,876426,0.9843205574912892,1.0,0.9999897311266666,0.9920983318700615
,Radioshack,990,2,0,876008,0.9979838709677419,1.0,0.9999977169210397,0.9989909182643794
,Raising Cane's,1046,1,0,875953,0.9990448901623686,1.0,0.9999988583875409,0.9995222169135212
,Raley's,1026,2,0,875972,0.9980544747081712,1.0,0.9999977168272117,0.9990262901655307
,Ralphs,1041,4,1,875954,0.9961722488038277,0.9990403071017274,0.999995433571016,0.9976042165788213
,Randall's,473,2,0,876525,0.9957894736842106,1.0,0.9999977182676631,0.9978902953586498
,Red Lobster,1000,0,0,876000,1.0,1.0,1.0,1.0
,Red Mango,136,9,0,876855,0.9379310344827586,1.0,0.9999897361506459,0.9679715302491103
,Red Robin,1060,2,0,875938,0.9981167608286252,1.0,0.9999977167385894,0.9990574929311969
,Redbox,1240,1,0,875759,0.9991941982272361,1.0,0.9999988581346487,0.9995969367190649
,Redner's Markets,979,1,0,876020,0.9989795918367347,1.0,0.9999988584748539,0.9994895354772844
,Regal Cinemas,1141,35,0,875824,0.9702380952380952,1.0,0.9999600392300587,0.984894259818731
,REI,994,1,2,876003,0.9989949748743718,0.9979919678714859,0.9999988584527011,0.9984932194876946
,Reliant Energy,964,4,0,876032,0.9958677685950413,1.0,0.999995433977599,0.9979296066252588
,Rhapsody,357,2,0,876641,0.9944289693593314,1.0,0.9999977185695887,0.9972067039106145
,Ricker's,991,6,0,876003,0.9939819458375125,1.0,0.9999931507553005,0.9969818913480886
,Rite Aid,1118,1,0,875881,0.9991063449508489,1.0,0.9999988582936971,0.9995529727313366
,Road Ranger,232,4,0,876764,0.9830508474576272,1.0,0.9999954377897003,0.9914529914529915
,Ross Stores Inc.,950,0,0,876050,1.0,1.0,1.0,1.0
,Round Table Pizza,232,9,0,876759,0.9626556016597511,1.0,0.9999897350268258,0.9809725158562368
,Royal Farms,1102,9,0,875889,0.991899189918992,1.0,0.9999897248309735,0.9959331224582015
,Rubio's,994,1,0,876005,0.9989949748743718,1.0,0.9999988584553073,0.9994972347913524
,Ruby Tuesday,1013,0,0,875987,1.0,1.0,1.0,1.0
,Safeco Insurance,976,0,0,876024,1.0,1.0,1.0,1.0
,Safeway,1226,11,4,875759,0.9911075181891673,0.9967479674796748,0.9999874396245589,0.9939197405755977
,Safeway Fuel,1072,3,3,875922,0.9972093023255814,0.9972093023255814,0.9999965750492337,0.9972093023255814
,Sainsbury's,877,2,0,876121,0.9977246871444824,1.0,0.9999977172155051,0.9988610478359908
,Saks Fifth Avenue,1003,1,0,875996,0.999003984063745,1.0,0.9999988584435792,0.9995017438963627
,Sallie Mae,1393,17,1,875589,0.9879432624113476,0.9992826398852224,0.9999805848749324,0.9935805991440798
,Sally Beauty Supply,1021,1,0,875978,0.9990215264187867,1.0,0.9999988584201219,0.9995105237395986
,Sam's Club,1410,14,0,875576,0.9901685393258427,1.0,0.9999840107813017,0.9950599858856739
,San Diego Gas & Electric,1052,2,0,875946,0.9981024667931688,1.0,0.9999977167594424,0.9990503323836657
,Sarku Japan,1054,2,0,875944,0.9981060606060606,1.0,0.9999977167542291,0.9990521327014218
,Save Mart,995,4,0,876001,0.995995995995996,1.0,0.9999954338160171,0.9979939819458374
,Save-A-Lot,1063,4,0,875933,0.9962511715089035,1.0,0.9999954334615389,0.9981220657276996
,Sbarro,1005,5,0,875990,0.995049504950495,1.0,0.9999942922048641,0.9975186104218362
,Scentsy,970,0,0,876030,1.0,1.0,1.0,1.0
,Schlotzsky's,1058,0,0,875942,1.0,1.0,1.0,1.0
,Schnucks,1025,1,0,875974,0.9990253411306043,1.0,0.9999988584149091,0.999512432959532
,Scholastic Corporation,1043,2,0,875955,0.9980861244019139,1.0,0.9999977167829014,0.9990421455938697
,ScoreSense,423,0,0,876577,1.0,1.0,1.0,1.0
,Seamless,1707,6,0,875287,0.9964973730297724,1.0,0.9999931451525375,0.9982456140350877
,Sears,1518,47,0,875435,0.9699680511182108,1.0,0.9999463152868934,0.9847551086603957
,Seasons 52,2214,3,0,874783,0.9986468200270636,1.0,0.9999965705898357,0.9993229519295871
,Seaworld,780,2,0,876218,0.9974424552429667,1.0,0.9999977174682158,0.998719590268886
,See's Candies,139,28,0,876833,0.8323353293413174,1.0,0.999968067914983,0.9084967320261438
,Sephora,965,0,0,876035,1.0,1.0,1.0,1.0
,Shaw's,1116,31,0,875853,0.972972972972973,1.0,0.9999646071854263,0.9863013698630138
,Sheetz,1261,13,0,875726,0.9897959183673469,1.0,0.9999851553944725,0.9948717948717948
,Shell,1523,50,2,875425,0.9682136045772409,0.9986885245901639,0.9999428881464348,0.9832149774047773
,Sheraton Hotels,242,57,0,876701,0.8093645484949833,1.0,0.9999349877617313,0.8946395563770796
,Sherwin-Williams,326,34,0,876640,0.9055555555555556,1.0,0.9999612170544581,0.9504373177842567
,Shipley Do-Nuts,1019,2,0,875979,0.9980411361410382,1.0,0.9999977168454567,0.9990196078431373
,Shop 'n Save,1011,6,0,875983,0.9941002949852508,1.0,0.999993150598923,0.9970414201183432
,Shopko,233,1,0,876766,0.9957264957264957,1.0,0.9999988594461242,0.9978586723768736
,Shoppers Food & Pharmacy,984,2,0,876014,0.9979716024340771,1.0,0.9999977169366769,0.9989847715736041
,ShopRite,1067,4,0,875929,0.996265172735761,1.0,0.9999954334406855,0.9981290926099158
,Sirius XM,1096,0,1,875903,1.0,0.9990884229717412,1.0,0.9995440036479708
,Six Flags,935,6,0,876059,0.9936238044633369,1.0,0.9999931511931193,0.9968017057569297
,Skechers,200,17,0,876783,0.9216589861751152,1.0,0.9999806113138686,0.9592326139088729
,Skype,1067,0,1,875932,1.0,0.9990636704119851,1.0,0.9995316159250586
,Smart & Final,1020,37,0,875943,0.9649952696310312,1.0,0.9999577615927304,0.9821858449687048
,SmartStyle,970,5,0,876025,0.9948717948717949,1.0,0.9999942924329075,0.9974293059125964
,Smashburger,1069,0,0,875931,1.0,1.0,1.0,1.0
,Smith's Food and Drug,605,3,0,876392,0.9950657894736842,1.0,0.9999965768859932,0.9975267930750207
,Smoothie King,646,1,0,876353,0.9984544049459042,1.0,0.9999988589086145,0.9992266047950503
,Snack & Soda Vending,1014,6,0,875980,0.9941176470588236,1.0,0.9999931505754658,0.9970501474926253
,Sonic Drive-In,1372,8,0,875620,0.9942028985507246,1.0,0.9999908637001101,0.9970930232558141
,Souplantation,223,4,0,876773,0.9823788546255506,1.0,0.9999954378365309,0.9911111111111112
,Southern California Edison,1219,11,0,875770,0.9910569105691057,1.0,0.99998743978232,0.9955083707635769
,Southern California Gas Company,1058,4,0,875938,0.9962335216572504,1.0,0.9999954334876053,0.9981132075471698
,Southwest Airlines,518,15,1,876466,0.9718574108818011,0.9980732177263969,0.9999828861093395,0.9847908745247147
,Southwest Gas,1046,7,1,875946,0.99335232668566,0.9990448901623686,0.9999920087036633,0.9961904761904762
,Specialty's Cafe & Bakery,195,2,0,876803,0.9898477157360406,1.0,0.9999977189911098,0.9948979591836734
,Spencer's,1031,2,0,875967,0.9980638915779284,1.0,0.9999977168141795,0.999031007751938
,Sport Chalet,129,2,0,876869,0.9847328244274809,1.0,0.9999977191627959,0.9923076923076923
,Sport Clips,1039,8,0,875953,0.9923591212989494,1.0,0.9999908671733102,0.9961649089165867
,Spotify,1039,3,4,875954,0.9971209213051824,0.9961649089165868,0.9999965751743521,0.996642685851319
,Sprint,969,9,0,876022,0.99079754601227,1.0,0.9999897263909611,0.9953775038520801
,Sprout's Farmers Market,1049,2,0,875949,0.9980970504281637,1.0,0.9999977167672621,0.9990476190476191
,Staples,966,6,1,876027,0.9938271604938271,0.9989658738366081,0.9999931509429439,0.9963898916967509
,Star Market,106,21,0,876873,0.8346456692913385,1.0,0.9999760518375083,0.9098712446351932
,Starbucks,1840,49,4,875107,0.9740603493912123,0.9978308026030369,0.9999440099822203,0.9858023037771231
,State Farm Insurance,1002,34,0,875964,0.9671814671814671,1.0,0.999961187125998,0.9833169774288518
,Stater Bros.,1080,2,0,875918,0.9981515711645101,1.0,0.9999977166864554,0.9990749306197965
,Steak 'n Shake,1029,100,0,875871,0.9114260407440212,1.0,0.9998858409696212,0.9536607970342911
,Steam,1105,7,0,875888,0.9937050359712231,1.0,0.9999920081744958,0.9968425800631484
,Stein Mart,1061,8,0,875931,0.9925163704396632,1.0,0.999990866943931,0.9962441314553991
,Stewart's Shops,980,2,0,876018,0.9979633401221996,1.0,0.9999977169471017,0.9989806320081549
,Stop & Shop,1114,16,0,875870,0.9858407079646018,1.0,0.9999817327825767,0.9928698752228164
,Straight Talk,1066,0,0,875934,1.0,1.0,1.0,1.0
,Stubhub,1030,0,0,875970,1.0,1.0,1.0,1.0
,Subway,1579,30,2,875389,0.9813548788067122,0.9987349778621126,0.9999657306958154,0.9899686520376176
,Suddenlink Communications,1004,1,0,875995,0.9990049751243781,1.0,0.999998858442276,0.9995022399203584
,Sunoco,1238,5,0,875757,0.99597747385358,1.0,0.9999942906862823,0.9979846835953244
,SunPass,1083,0,0,875917,1.0,1.0,1.0,1.0
,Supercuts,994,1,0,876005,0.9989949748743718,1.0,0.9999988584553073,0.9994972347913524
,Sur La Table,238,6,0,876756,0.9754098360655737,1.0,0.9999931566377193,0.9875518672199171
,Sweet Tomatoes,293,3,0,876704,0.9898648648648649,1.0,0.9999965781042013,0.9949066213921902
,Sweetbay Supermarket,993,0,0,876007,1.0,1.0,1.0,1.0
,T.J.Maxx,1509,8,0,875483,0.994726433750824,1.0,0.9999908622704288,0.9973562458691342
,Taco Bell,1253,18,3,875726,0.985837922895358,0.9976114649681529,0.9999794460481602,0.9916897506925207
,Taco Bueno,969,0,0,876031,1.0,1.0,1.0,1.0
,Taco Cabana,1105,0,0,875895,1.0,1.0,1.0,1.0
,Target,2409,63,0,874528,0.9745145631067961,1.0,0.9999279663294043,0.9870928088506454
,TCBY,453,12,0,876535,0.9741935483870968,1.0,0.99998630991835,0.9869281045751634
,Teavana,332,5,0,876663,0.9851632047477745,1.0,0.9999942965866212,0.992526158445441
,Tesco,1037,14,0,875949,0.9866793529971456,1.0,0.9999840175897841,0.9932950191570882
,Tesla,818,3,0,876179,0.9963459196102314,1.0,0.9999965760538335,0.9981696156192801
,Tesoro,884,0,0,876116,1.0,1.0,1.0,1.0
,Texaco,999,4,0,875997,0.996011964107677,1.0,0.9999954337951669,0.9980019980019981
,Texas OAG Child Support,1049,0,0,875951,1.0,1.0,1.0,1.0
,Texas Roadhouse,1044,14,0,875942,0.9867674858223062,1.0,0.9999840174620643,0.9933396764985727
,TGI Fridays,975,1,0,876024,0.9989754098360656,1.0,0.9999988584800662,0.9994874423372629
,The Body Shop,230,4,0,876766,0.9829059829059829,1.0,0.9999954378001072,0.9913793103448275
,The Capital Grille,1768,4,1,875227,0.9977426636568849,0.9994347088750707,0.9999954297779672,0.9985879695001413
,The Cheesecake Factory,1263,83,0,875654,0.9383358098068351,1.0,0.9999052226867199,0.9681870448447681
,The Children's Place,1238,33,0,875729,0.9740361919748229,1.0,0.9999623185294635,0.98684734954165
,The Coffee Bean,1052,17,0,875931,0.9840972871842844,1.0,0.9999805924552599,0.991984912776992
,The Container Store,111,18,0,876871,0.8604651162790697,1.0,0.9999794728865341,0.9249999999999999
,The Food Emporium,1007,2,0,875991,0.998017839444995,1.0,0.999997716876733,0.9990079365079365
,The Fresh Market,1004,21,0,875975,0.9795121951219512,1.0,0.9999760272877959,0.9896500739280434
,The Hertz Corporation,310,34,0,876656,0.9011627906976745,1.0,0.9999612177622649,0.9480122324159022
,The New York Times,1063,2,0,875935,0.9981220657276996,1.0,0.9999977167307694,0.9990601503759398
,The Paradies Shops,959,1,0,876040,0.9989583333333333,1.0,0.999998858500915,0.9994788952579468
,The Sports Authority,953,5,0,876042,0.9947807933194155,1.0,0.9999942925436649,0.9973835688121403
,The UPS Store,1053,10,0,875937,0.9905926622765757,1.0,0.9999885837841788,0.995274102079395
,The Vitamin Shoppe,1190,22,1,875787,0.9818481848184818,0.9991603694374476,0.9999748803677514,0.9904286308780692
,Thirty-One Gifts,672,1,0,876327,0.9985141158989599,1.0,0.9999988588747593,0.9992565055762082
,Thorntons,839,9,0,876152,0.9893867924528302,1.0,0.9999897279153033,0.9946650859513931
,Ticketfly,336,1,0,876663,0.9970326409495549,1.0,0.9999988593121196,0.9985141158989599
,Ticketmaster,240,16,0,876744,0.9375,1.0,0.9999817509922898,0.967741935483871
,Tijuana Flats,418,1,0,876581,0.9976133651551312,1.0,0.9999988592054138,0.998805256869773
,Tilted Kilt,465,5,0,876530,0.9893617021276596,1.0,0.9999942957212204,0.9946524064171123
