factual_id,IS_PHYSICAL_TRANSACTION,DESCRIPTION,CONVERTED_AMOUNT,TRANSACTION_DATE,MEM_ID,GOOD_DESCRIPTION,BILLER_NETWORK_ID,LAST_SUCCESSFUL_REFRESH,"CONCAT(COBRAND_ID,MEM_ID)",IS_DELETED,TRANSACTION_LIST_ID,TRANSACTION_SRC_ELEMENT_ID,ASOF_EPOCH,COBRAND_ID,SHUFFLE_ID,CARD_TRANSACTION_ID,LAST_UPDATED,SUM_INFO_ID,"CONCAT(COBRAND_ID,CARD_TRANSACTION_ID)",POST_DATE,TRANSACTION_STATUS_ID,AMOUNT_CURR,TRANSACTION_CATEGORY_NAME,MEM_ITEM_ID,CURRENCY_CONV_RATE,"CONCAT(COBRAND_ID,ITEM_ACCOUNT_ID)",CARD_ACCOUNT_ID,CURRENCY_ID,ASOF,TRANSACTION_CATEGORY_ID,TYPE,EXTRACT_DATE_EPOCH,ITEM_ACCOUNT_ID,KEYWORD,ACCOUNT_SRC_ELEMENT_ID,AMOUNT
,0,XXXXXXX CLK2PAY RTN R04-INVALID ACCT NUM,7201.15,2014.03.17,10009411,,,1395298536,1.00E+15,0,,280327062,1395298536,10006164,9044,689266844,1395298536,19267,1.00E+16,2014.03.19,1,152,Uncategorized,11906453,1,1.00E+15,612652,152,2014.03.19,1,debit,1395349232,13594474,,280327062,7201.15
,0,T,7201.15,2014.03.20,10009411,,,1395385023,1.00E+15,0,,135005125,1395385023,10006164,9044,690017532,1395385023,19267,1.00E+16,2014.03.20,1,152,Uncategorized,11906453,1,1.00E+15,612652,152,2014.03.20,1,credit,1395430998,13594474,,135005125,7201.15
5c3aac3a-e98f-4548-9863-c65d084ab101,1,TUSTIN TOYOTA TUSTIN CA,112,2014.03.13,10014865,Toyota,,1395120025,1.00E+15,0,,-738297221,1395120025,10006164,14066,686283007,1395120025,19267,1.00E+16,2014.03.17,1,152,Automotive Expenses,16072336,1,1.00E+15,2259273,152,2014.03.17,2,debit,1395175056,23816683,toyota,-738297221,112
ab1ab8e2-74b2-4103-8d57-6a81b029561b,1,GOGI - IRVINE IRVINE CA,7.88,2014.03.19,10014865,,,1395465575,1.00E+15,0,,-232243880,1395465575,10006164,14066,690263719,1395465575,19267,1.00E+16,2014.03.21,1,152,Uncategorized,16072336,1,1.00E+15,2259273,152,2014.03.21,1,debit,1395514316,23816683,,-232243880,7.88
eb1895b3-62ac-4228-8ee7-365fc2b57c0a,1,ALBERTSONS #6507 IRVINE CA,1.09,2014.03.15,10014865,Albertsons,,1395120025,1.00E+15,0,,-1137440943,1395120025,10006164,14066,686283009,1395120025,19267,1.00E+16,2014.03.17,1,152,Groceries,16072336,1,1.00E+15,2259273,152,2014.03.17,10,debit,1395175056,23816683,albertsons,-1137440943,1.09
eb1895b3-62ac-4228-8ee7-365fc2b57c0a,1,ALBERTSONS #6507 IRVINE CA,13.48,2014.03.19,10014865,Albertsons,,1395378420,1.00E+15,0,,-751545982,1395378420,10006164,14066,689472086,1395378420,19267,1.00E+16,2014.03.20,1,152,Groceries,16072336,1,1.00E+15,2259273,152,2014.03.20,10,debit,1395430973,23816683,albertsons,-751545982,13.48
5cb9c8ab-5e66-47de-9d37-7c614f4ee1d3,1,HAAGEN-DAZS #1193 KATY TX,6.48,2014.03.15,10021334,Haagen-Dazs,,1395123204,1.00E+15,0,,-373642451,1395123204,10006164,14651,686963775,1395123204,19267,1.00E+16,2014.03.17,1,152,Restaurants/Dining,14055634,1,1.00E+15,975236,152,2014.03.17,22,debit,1395175118,20041874,haagen dazs,-373642451,6.48
c6bf4121-9880-4668-b3d6-f4737f678429,1,SKECHERS-USA #41 KATY TX,70.34,2014.03.15,10021334,Skechers,,1395123204,1.00E+15,0,,1665205745,1395123204,10006164,14651,686963779,1395123204,19267,1.00E+16,2014.03.17,1,152,Clothing/Shoes,14055634,1,1.00E+15,975236,152,2014.03.17,5,debit,1395175118,20041874,skechers,1665205745,70.34
,0,BARNES&NOBLE*COM,0.99,2014.03.14,10021334,Barnes & Noble,,1395357788,1.00E+15,0,,682982654,1395357788,10001372,14651,3087876533,1395357788,12847,1.00E+17,2014.03.15,1,152,Hobbies,49440678,1,1.00E+15,28509841,152,2014.03.20,34,debit,1395423346,78045424,barnes&noble,682982654,0.99
,0,AMAZON.COM,21.02,2014.03.17,10021334,Amazon.com,,1395357788,1.00E+15,0,,-1945118518,1395357788,10001372,14651,3087876531,1395357788,12847,1.00E+17,2014.03.18,1,152,General Merchandise,49440678,1,1.00E+15,28509841,152,2014.03.20,44,debit,1395423346,78045424,amazon.com,-1945118518,21.02
